"DRS_id","DRS","Município","Janeiro Notificados","Janeiro Confirmados","Fevereiro Notificados","Fevereiro Confirmados","Março Notificados","Março Confirmados","Abril Notificados","Abril Confirmados","Maio Notificados","Maio Confirmados","Junho Notificados","Junho Confirmados","Julho Notificados","Julho Confirmados","Agosto Notificados","Agosto Confirmados","Setembro Notificados","Setembro Confirmados","Outubro Notificados","Outubro Confirmados","Novembro Notificados","Novembro Confirmados","Dezembro Notificados","Dezembro Confirmados","Total Notificados","Total Confirmados"
"15","São José do Rio Preto","353810 Pindorama","12.00","0.00","28.00","6.00","59.00","8.00","55.00","16.00","30.00","10.00","15.00","5.00","10.00","2.00","8.00","1.00","14.00","1.00","20.00","1.00","17.00","5.00","25.00","5.00","293.00","60.00"
"7","Campinas","353820 Pinhalzinho","3.00","0.00","3.00","0.00","9.00","0.00","3.00","0.00","3.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","2.00","0.00","3.00","0.00","3.00","0.00","2.00","0.00","34.00","0.00"
"11","Presidente Prudente","353830 Piquerobi","15.00","6.00","54.00","34.00","131.00","88.00","104.00","67.00","10.00","1.00","5.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","7.00","0.00","1.00","0.00","332.00","196.00"
"17","Taubaté","353850 Piquete","6.00","1.00","2.00","0.00","30.00","0.00","28.00","1.00","15.00","1.00","3.00","0.00","6.00","0.00","3.00","0.00","13.00","0.00","7.00","0.00","6.00","1.00","16.00","1.00","135.00","5.00"
"7","Campinas","353860 Piracaia","2.00","1.00","14.00","6.00","8.00","0.00","7.00","2.00","7.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00","4.00","0.00","7.00","0.00","9.00","1.00","12.00","1.00","76.00","11.00"
"10","Piracicaba","353870 Piracicaba","468.00","26.00","831.00","70.00","2,571.00","654.00","3,954.00","1,233.00","3,002.00","690.00","1,183.00","180.00","467.00","30.00","470.00","14.00","424.00","15.00","648.00","8.00","690.00","45.00","742.00","164.00","15,450.00","3,129.00"
"6","Bauru","353880 Piraju","3.00","0.00","7.00","0.00","36.00","4.00","136.00","54.00","167.00","49.00","41.00","11.00","2.00","1.00","4.00","0.00","3.00","0.00","1.00","0.00","6.00","2.00","5.00","1.00","411.00","122.00"
"6","Bauru","353890 Pirajuí","52.00","28.00","179.00","98.00","394.00","299.00","295.00","280.00","304.00","286.00","25.00","20.00","11.00","10.00","9.00","6.00","7.00","1.00","7.00","1.00","3.00","0.00","2.00","0.00","1,288.00","1,029.00"
"15","São José do Rio Preto","353900 Pirangi","9.00","1.00","24.00","5.00","78.00","38.00","83.00","57.00","125.00","83.00","23.00","16.00","9.00","3.00","2.00","0.00","4.00","0.00","12.00","4.00","20.00","8.00","15.00","0.00","404.00","215.00"
"1","São Paulo","353910 Pirapora do Bom Jesus","3.00","0.00","7.00","0.00","7.00","1.00","2.00","0.00","6.00","0.00","3.00","0.00","0.00","0.00","2.00","1.00","1.00","0.00","2.00","0.00","0.00","0.00","2.00","0.00","35.00","2.00"
"11","Presidente Prudente","353920 Pirapozinho","173.00","72.00","538.00","345.00","1,513.00","1,013.00","1,192.00","799.00","517.00","290.00","68.00","45.00","17.00","3.00","19.00","3.00","13.00","1.00","13.00","0.00","36.00","0.00","25.00","1.00","4,124.00","2,572.00"
"10","Piracicaba","353930 Pirassununga","59.00","10.00","97.00","10.00","290.00","81.00","291.00","150.00","251.00","146.00","91.00","55.00","33.00","12.00","26.00","4.00","17.00","4.00","14.00","6.00","33.00","23.00","54.00","44.00","1,256.00","545.00"
"6","Bauru","353940 Piratininga","13.00","2.00","43.00","15.00","156.00","77.00","250.00","155.00","85.00","44.00","22.00","9.00","8.00","4.00","1.00","1.00","3.00","0.00","3.00","1.00","3.00","1.00","3.00","1.00","590.00","310.00"
"13","Riberão Preto","353950 Pitangueiras","29.00","1.00","45.00","6.00","140.00","30.00","313.00","61.00","155.00","62.00","56.00","19.00","31.00","5.00","18.00","1.00","19.00","1.00","36.00","2.00","19.00","0.00","12.00","0.00","873.00","188.00"
"15","São José do Rio Preto","353960 Planalto","17.00","8.00","26.00","3.00","40.00","13.00","32.00","11.00","14.00","4.00","8.00","0.00","5.00","2.00","6.00","2.00","3.00","0.00","10.00","3.00","8.00","2.00","6.00","3.00","175.00","51.00"
"9","Marília","353970 Platina","0.00","0.00","2.00","0.00","86.00","20.00","130.00","31.00","38.00","9.00","11.00","0.00","8.00","1.00","8.00","4.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","286.00","65.00"
"1","São Paulo","353980 Poá","15.00","1.00","27.00","3.00","50.00","3.00","56.00","13.00","62.00","21.00","32.00","13.00","7.00","0.00","8.00","2.00","11.00","2.00","12.00","0.00","16.00","1.00","11.00","5.00","307.00","64.00"
"15","São José do Rio Preto","353990 Poloni","3.00","0.00","4.00","0.00","10.00","0.00","11.00","2.00","6.00","0.00","4.00","0.00","1.00","0.00","3.00","0.00","2.00","0.00","1.00","0.00","6.00","0.00","6.00","0.00","57.00","2.00"
"9","Marília","354000 Pompéia","9.00","8.00","44.00","41.00","101.00","99.00","72.00","60.00","32.00","21.00","7.00","4.00","2.00","1.00","1.00","0.00","2.00","1.00","1.00","0.00","1.00","0.00","0.00","0.00","272.00","235.00"
"6","Bauru","354010 Pongaí","3.00","3.00","2.00","2.00","8.00","5.00","19.00","18.00","13.00","11.00","2.00","1.00","2.00","2.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","1.00","51.00","43.00"
"13","Riberão Preto","354020 Pontal","99.00","24.00","179.00","55.00","505.00","156.00","685.00","243.00","393.00","91.00","134.00","29.00","42.00","4.00","41.00","1.00","40.00","0.00","33.00","2.00","41.00","1.00","37.00","4.00","2,229.00","610.00"
"15","São José do Rio Preto","354025 Pontalinda","0.00","0.00","1.00","0.00","16.00","0.00","22.00","0.00","21.00","1.00","4.00","0.00","5.00","0.00","6.00","0.00","6.00","0.00","10.00","0.00","7.00","0.00","2.00","0.00","100.00","1.00"
"15","São José do Rio Preto","354030 Pontes Gestal","17.00","0.00","9.00","0.00","11.00","0.00","7.00","0.00","2.00","0.00","0.00","0.00","2.00","0.00","4.00","0.00","5.00","0.00","3.00","0.00","2.00","0.00","3.00","0.00","65.00","0.00"
"15","São José do Rio Preto","354040 Populina","1.00","0.00","5.00","2.00","11.00","3.00","3.00","0.00","5.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","26.00","9.00"
"6","Bauru","354050 Porangaba","2.00","1.00","3.00","1.00","0.00","0.00","1.00","1.00","1.00","0.00","1.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","13.00","3.00"
"16","Sorocaba","354060 Porto Feliz","137.00","56.00","460.00","199.00","2,135.00","956.00","2,188.00","1,309.00","863.00","452.00","129.00","39.00","24.00","0.00","15.00","1.00","24.00","1.00","38.00","2.00","32.00","0.00","54.00","5.00","6,099.00","3,020.00"
"3","Araraquara","354070 Porto Ferreira","45.00","2.00","89.00","2.00","115.00","7.00","77.00","13.00","90.00","13.00","36.00","1.00","28.00","1.00","18.00","2.00","15.00","2.00","31.00","1.00","26.00","3.00","24.00","2.00","594.00","49.00"
"17","Taubaté","354075 Potim","220.00","141.00","456.00","384.00","856.00","688.00","692.00","535.00","497.00","322.00","145.00","78.00","49.00","19.00","33.00","13.00","72.00","26.00","57.00","29.00","37.00","18.00","36.00","4.00","3,150.00","2,257.00"
"15","São José do Rio Preto","354080 Potirendaba","34.00","14.00","102.00","56.00","199.00","132.00","200.00","147.00","136.00","93.00","55.00","31.00","36.00","20.00","21.00","9.00","19.00","4.00","14.00","4.00","15.00","2.00","15.00","1.00","846.00","513.00"
"9","Marília","354085 Pracinha","5.00","1.00","28.00","22.00","220.00","178.00","239.00","225.00","20.00","18.00","3.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","515.00","446.00"
"13","Riberão Preto","354090 Pradópolis","43.00","29.00","162.00","133.00","498.00","478.00","467.00","453.00","150.00","145.00","33.00","31.00","9.00","5.00","5.00","0.00","6.00","0.00","0.00","0.00","2.00","1.00","0.00","0.00","1,375.00","1,275.00"
"4","Baixada Santista","354100 Praia Grande","35.00","3.00","44.00","3.00","70.00","5.00","66.00","17.00","90.00","14.00","38.00","11.00","31.00","7.00","34.00","3.00","47.00","4.00","109.00","17.00","104.00","19.00","72.00","14.00","740.00","117.00"
"6","Bauru","354105 Pratânia","1.00","0.00","2.00","0.00","14.00","0.00","11.00","0.00","46.00","4.00","6.00","0.00","4.00","0.00","4.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","1.00","0.00","92.00","4.00"
"6","Bauru","354110 Presidente Alves","1.00","0.00","15.00","8.00","95.00","45.00","53.00","27.00","3.00","2.00","1.00","1.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","173.00","83.00"
"11","Presidente Prudente","354120 Presidente Bernardes","257.00","190.00","626.00","503.00","617.00","555.00","497.00","463.00","58.00","46.00","10.00","4.00","10.00","4.00","9.00","2.00","3.00","0.00","4.00","0.00","2.00","0.00","6.00","0.00","2,099.00","1,767.00"
"11","Presidente Prudente","354130 Presidente Epitácio","208.00","173.00","244.00","218.00","478.00","368.00","195.00","166.00","42.00","28.00","7.00","1.00","2.00","1.00","0.00","0.00","8.00","1.00","5.00","0.00","4.00","0.00","3.00","0.00","1,196.00","956.00"
"11","Presidente Prudente","354140 Presidente Prudente","2,864.00","1,960.00","6,980.00","5,305.00","17,413.00","13,493.00","13,247.00","10,462.00","5,508.00","3,897.00","1,080.00","639.00","585.00","42.00","508.00","15.00","531.00","7.00","774.00","14.00","745.00","8.00","599.00","10.00","50,834.00","35,852.00"
"11","Presidente Prudente","354150 Presidente Venceslau","33.00","15.00","79.00","47.00","137.00","67.00","325.00","215.00","225.00","126.00","40.00","21.00","15.00","6.00","8.00","2.00","12.00","1.00","17.00","3.00","21.00","5.00","10.00","0.00","922.00","508.00"
"6","Bauru","354160 Promissão","17.00","1.00","39.00","8.00","133.00","30.00","183.00","30.00","144.00","37.00","35.00","4.00","25.00","4.00","11.00","3.00","8.00","2.00","6.00","0.00","7.00","1.00","4.00","0.00","612.00","120.00"
"16","Sorocaba","354165 Quadra","0.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","10.00","0.00"
"11","Presidente Prudente","354170 Quatá","9.00","1.00","65.00","6.00","179.00","36.00","206.00","67.00","100.00","33.00","27.00","21.00","2.00","1.00","7.00","1.00","7.00","0.00","4.00","1.00","7.00","2.00","5.00","0.00","618.00","169.00"
"9","Marília","354180 Queiroz","6.00","3.00","19.00","4.00","40.00","8.00","47.00","21.00","59.00","43.00","10.00","6.00","8.00","0.00","1.00","0.00","2.00","0.00","2.00","2.00","3.00","2.00","1.00","0.00","198.00","89.00"
"17","Taubaté","354190 Queluz","3.00","0.00","7.00","1.00","47.00","11.00","51.00","4.00","14.00","7.00","3.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","128.00","24.00"
"9","Marília","354200 Quintana","10.00","1.00","25.00","10.00","125.00","49.00","175.00","82.00","82.00","34.00","25.00","13.00","3.00","0.00","2.00","0.00","2.00","0.00","5.00","0.00","1.00","0.00","3.00","0.00","458.00","189.00"
"10","Piracicaba","354210 Rafard","0.00","0.00","0.00","0.00","12.00","2.00","23.00","7.00","39.00","14.00","8.00","4.00","3.00","0.00","3.00","0.00","4.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","95.00","27.00"
"11","Presidente Prudente","354220 Rancharia","119.00","39.00","360.00","141.00","1,668.00","756.00","1,870.00","1,484.00","878.00","843.00","46.00","39.00","27.00","4.00","25.00","3.00","21.00","4.00","9.00","1.00","19.00","3.00","5.00","1.00","5,047.00","3,318.00"
"17","Taubaté","354230 Redenção da Serra","1.00","0.00","1.00","0.00","3.00","0.00","1.00","0.00","4.00","1.00","2.00","0.00","0.00","0.00","2.00","0.00","3.00","0.00","2.00","0.00","3.00","0.00","2.00","1.00","24.00","2.00"
"11","Presidente Prudente","354240 Regente Feijó","115.00","30.00","263.00","96.00","618.00","199.00","507.00","174.00","324.00","95.00","56.00","11.00","12.00","3.00","13.00","1.00","15.00","0.00","18.00","2.00","25.00","0.00","17.00","1.00","1,983.00","612.00"
"6","Bauru","354250 Reginópolis","3.00","0.00","10.00","3.00","124.00","37.00","154.00","97.00","166.00","86.00","44.00","17.00","5.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","5.00","1.00","513.00","241.00"
"12","Registro","354260 Registro","1.00","0.00","3.00","0.00","6.00","3.00","22.00","11.00","68.00","33.00","25.00","7.00","18.00","3.00","20.00","1.00","2.00","1.00","0.00","0.00","2.00","0.00","0.00","0.00","167.00","59.00"
"8","Franca","354270 Restinga","3.00","0.00","2.00","0.00","6.00","2.00","17.00","8.00","18.00","10.00","6.00","3.00","2.00","0.00","1.00","0.00","3.00","0.00","1.00","0.00","10.00","6.00","9.00","6.00","78.00","35.00"
"16","Sorocaba","354280 Ribeira","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00"
"3","Araraquara","354290 Ribeirão Bonito","25.00","2.00","9.00","1.00","27.00","2.00","37.00","5.00","55.00","9.00","9.00","2.00","2.00","0.00","4.00","0.00","6.00","1.00","9.00","0.00","6.00","1.00","5.00","0.00","194.00","23.00"
"16","Sorocaba","354300 Ribeirão Branco","1.00","0.00","1.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","9.00","0.00"
"8","Franca","354310 Ribeirão Corrente","1.00","0.00","2.00","0.00","1.00","0.00","6.00","1.00","3.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","2.00","17.00","3.00"
"9","Marília","354320 Ribeirão do Sul","83.00","64.00","565.00","452.00","825.00","657.00","200.00","153.00","58.00","31.00","11.00","4.00","1.00","0.00","3.00","0.00","2.00","0.00","2.00","0.00","2.00","0.00","1.00","0.00","1,753.00","1,361.00"
"11","Presidente Prudente","354323 Ribeirão dos Índios","4.00","1.00","16.00","10.00","120.00","115.00","91.00","87.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","234.00","213.00"
"16","Sorocaba","354325 Ribeirão Grande","0.00","0.00","1.00","0.00","1.00","0.00","10.00","0.00","9.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.00","0.00"
"1","São Paulo","354330 Ribeirão Pires","31.00","0.00","29.00","1.00","52.00","1.00","53.00","0.00","50.00","2.00","26.00","1.00","8.00","0.00","8.00","0.00","19.00","4.00","11.00","0.00","14.00","0.00","16.00","0.00","317.00","9.00"
"13","Riberão Preto","354340 Ribeirão Preto","1,277.00","394.00","2,002.00","886.00","4,297.00","2,468.00","5,918.00","3,594.00","4,651.00","2,702.00","1,587.00","662.00","851.00","136.00","710.00","87.00","790.00","82.00","812.00","134.00","978.00","302.00","1,323.00","612.00","25,196.00","12,059.00"
"16","Sorocaba","354350 Riversul","2.00","0.00","0.00","0.00","6.00","0.00","5.00","0.00","14.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","31.00","2.00"
"8","Franca","354360 Rifaina","0.00","0.00","14.00","0.00","6.00","0.00","0.00","0.00","2.00","1.00","1.00","1.00","1.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","0.00","0.00","30.00","2.00"
"3","Araraquara","354370 Rincão","31.00","8.00","69.00","28.00","120.00","50.00","157.00","85.00","75.00","27.00","18.00","5.00","9.00","1.00","11.00","2.00","15.00","0.00","28.00","0.00","14.00","0.00","3.00","0.00","550.00","206.00"
"9","Marília","354380 Rinópolis","38.00","8.00","42.00","16.00","117.00","45.00","79.00","25.00","42.00","7.00","9.00","4.00","1.00","0.00","5.00","0.00","7.00","0.00","7.00","0.00","7.00","0.00","10.00","1.00","364.00","106.00"
"10","Piracicaba","354390 Rio Claro","144.00","15.00","276.00","46.00","530.00","135.00","719.00","241.00","555.00","167.00","231.00","50.00","142.00","9.00","109.00","5.00","163.00","9.00","168.00","7.00","155.00","5.00","131.00","2.00","3,323.00","691.00"
"10","Piracicaba","354400 Rio das Pedras","6.00","0.00","6.00","2.00","46.00","18.00","232.00","64.00","201.00","81.00","42.00","22.00","7.00","2.00","10.00","0.00","6.00","1.00","10.00","0.00","3.00","0.00","3.00","0.00","572.00","190.00"
"1","São Paulo","354410 Rio Grande da Serra","13.00","0.00","4.00","0.00","11.00","1.00","15.00","1.00","13.00","3.00","6.00","0.00","3.00","0.00","1.00","0.00","4.00","0.00","8.00","0.00","3.00","0.00","1.00","0.00","82.00","5.00"
"15","São José do Rio Preto","354420 Riolândia","4.00","0.00","25.00","1.00","12.00","0.00","5.00","0.00","19.00","1.00","7.00","0.00","8.00","1.00","8.00","0.00","10.00","0.00","2.00","0.00","7.00","2.00","6.00","0.00","113.00","5.00"
"11","Presidente Prudente","354425 Rosana","176.00","75.00","342.00","153.00","823.00","712.00","1,002.00","855.00","462.00","361.00","151.00","120.00","50.00","39.00","35.00","25.00","22.00","1.00","22.00","1.00","28.00","2.00","18.00","0.00","3,131.00","2,344.00"
"17","Taubaté","354430 Roseira","5.00","3.00","8.00","1.00","44.00","5.00","50.00","10.00","37.00","6.00","17.00","7.00","16.00","3.00","5.00","2.00","9.00","8.00","13.00","10.00","15.00","0.00","13.00","9.00","232.00","64.00"
"2","Araçatuba","354440 Rubiácea","16.00","16.00","14.00","11.00","17.00","13.00","35.00","35.00","13.00","11.00","1.00","0.00","1.00","0.00","1.00","0.00","3.00","2.00","2.00","0.00","0.00","0.00","2.00","1.00","105.00","89.00"
"15","São José do Rio Preto","354450 Rubinéia","5.00","0.00","1.00","0.00","3.00","0.00","14.00","0.00","10.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","5.00","1.00","2.00","0.00","45.00","1.00"
"6","Bauru","354460 Sabino","1.00","1.00","1.00","0.00","8.00","4.00","18.00","13.00","10.00","8.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.00","27.00"
"9","Marília","354470 Sagres","36.00","27.00","108.00","74.00","253.00","205.00","185.00","161.00","63.00","47.00","0.00","0.00","0.00","0.00","0.00","0.00","7.00","6.00","3.00","0.00","0.00","0.00","0.00","0.00","655.00","520.00"
"15","São José do Rio Preto","354480 Sales","4.00","0.00","5.00","1.00","26.00","2.00","29.00","13.00","29.00","21.00","11.00","10.00","5.00","3.00","9.00","8.00","13.00","4.00","6.00","3.00","18.00","6.00","15.00","12.00","170.00","83.00"
"8","Franca","354490 Sales Oliveira","52.00","22.00","174.00","64.00","208.00","53.00","62.00","15.00","44.00","5.00","9.00","1.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","5.00","0.00","0.00","0.00","556.00","161.00"
"1","São Paulo","354500 Salesópolis","4.00","0.00","1.00","0.00","3.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","15.00","0.00"
"9","Marília","354510 Salmourão","125.00","91.00","235.00","200.00","189.00","144.00","122.00","90.00","21.00","14.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","12.00","2.00","3.00","0.00","711.00","542.00"
"10","Piracicaba","354515 Saltinho","25.00","0.00","15.00","0.00","69.00","3.00","78.00","16.00","85.00","23.00","33.00","2.00","7.00","0.00","10.00","0.00","12.00","0.00","16.00","0.00","15.00","0.00","6.00","0.00","371.00","44.00"
"16","Sorocaba","354520 Salto","63.00","4.00","238.00","64.00","1,024.00","368.00","1,582.00","674.00","1,245.00","523.00","499.00","126.00","136.00","13.00","92.00","7.00","89.00","2.00","101.00","6.00","57.00","3.00","67.00","6.00","5,193.00","1,796.00"
"16","Sorocaba","354530 Salto de Pirapora","13.00","0.00","17.00","0.00","81.00","0.00","227.00","22.00","182.00","22.00","50.00","7.00","14.00","0.00","12.00","0.00","14.00","0.00","19.00","0.00","14.00","0.00","16.00","0.00","659.00","51.00"
"9","Marília","354540 Salto Grande","265.00","189.00","645.00","562.00","568.00","541.00","304.00","295.00","88.00","86.00","10.00","8.00","2.00","1.00","1.00","0.00","2.00","1.00","1.00","0.00","1.00","0.00","1.00","0.00","1,888.00","1,683.00"
"11","Presidente Prudente","354550 Sandovalina","11.00","5.00","54.00","42.00","324.00","260.00","388.00","309.00","128.00","87.00","16.00","8.00","5.00","3.00","1.00","1.00","3.00","0.00","2.00","2.00","9.00","1.00","3.00","0.00","944.00","718.00"
"15","São José do Rio Preto","354560 Santa Adélia","72.00","42.00","123.00","73.00","319.00","183.00","185.00","123.00","115.00","78.00","20.00","10.00","5.00","2.00","7.00","1.00","3.00","0.00","10.00","1.00","8.00","1.00","12.00","0.00","879.00","514.00"
"15","São José do Rio Preto","354570 Santa Albertina","4.00","0.00","6.00","2.00","6.00","0.00","10.00","1.00","10.00","3.00","6.00","4.00","11.00","3.00","7.00","3.00","12.00","8.00","5.00","0.00","2.00","2.00","1.00","0.00","80.00","26.00"
"7","Campinas","354580 Santa Bárbara d'Oeste","181.00","40.00","419.00","67.00","1,049.00","211.00","1,335.00","251.00","1,163.00","196.00","474.00","56.00","217.00","25.00","196.00","18.00","157.00","16.00","110.00","14.00","124.00","23.00","59.00","10.00","5,484.00","927.00"
"17","Taubaté","354600 Santa Branca","3.00","0.00","0.00","0.00","9.00","2.00","19.00","2.00","43.00","9.00","14.00","1.00","3.00","0.00","6.00","0.00","2.00","0.00","3.00","0.00","4.00","0.00","3.00","0.00","109.00","14.00"
"15","São José do Rio Preto","354610 Santa Clara d'Oeste","2.00","0.00","3.00","0.00","5.00","0.00","5.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","21.00","0.00"
"10","Piracicaba","354620 Santa Cruz da Conceição","1.00","0.00","4.00","1.00","12.00","1.00","6.00","0.00","5.00","0.00","6.00","1.00","1.00","0.00","2.00","0.00","3.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","43.00","3.00"
"13","Riberão Preto","354625 Santa Cruz da Esperança","6.00","2.00","10.00","2.00","30.00","6.00","47.00","5.00","27.00","5.00","10.00","3.00","7.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","138.00","24.00"
"14","São João da Boa Vista","354630 Santa Cruz das Palmeiras","20.00","0.00","19.00","3.00","31.00","16.00","49.00","27.00","71.00","50.00","15.00","9.00","0.00","0.00","7.00","6.00","1.00","0.00","4.00","4.00","14.00","3.00","8.00","5.00","239.00","123.00"
"9","Marília","354640 Santa Cruz do Rio Pardo","79.00","39.00","240.00","76.00","719.00","438.00","1,422.00","1,204.00","630.00","547.00","88.00","77.00","12.00","7.00","10.00","2.00","11.00","0.00","9.00","0.00","13.00","0.00","11.00","1.00","3,244.00","2,391.00"
"3","Araraquara","354650 Santa Ernestina","49.00","32.00","189.00","122.00","512.00","345.00","334.00","209.00","203.00","97.00","39.00","24.00","0.00","0.00","1.00","0.00","4.00","0.00","7.00","1.00","8.00","2.00","11.00","1.00","1,357.00","833.00"
"15","São José do Rio Preto","354660 Santa Fé do Sul","12.00","1.00","24.00","14.00","60.00","29.00","94.00","44.00","55.00","17.00","13.00","4.00","9.00","3.00","14.00","3.00","7.00","1.00","15.00","2.00","4.00","0.00","8.00","0.00","315.00","118.00"
"10","Piracicaba","354670 Santa Gertrudes","21.00","0.00","45.00","1.00","76.00","2.00","102.00","18.00","88.00","12.00","46.00","4.00","22.00","2.00","27.00","0.00","28.00","2.00","35.00","0.00","24.00","0.00","22.00","1.00","536.00","42.00"
"1","São Paulo","354680 Santa Isabel","15.00","2.00","14.00","3.00","44.00","5.00","51.00","8.00","19.00","3.00","3.00","0.00","3.00","0.00","2.00","0.00","4.00","0.00","2.00","0.00","4.00","0.00","4.00","0.00","165.00","21.00"
"3","Araraquara","354690 Santa Lúcia","1.00","0.00","12.00","1.00","10.00","2.00","21.00","6.00","7.00","3.00","3.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","58.00","12.00"
"10","Piracicaba","354700 Santa Maria da Serra","0.00","0.00","3.00","2.00","84.00","39.00","240.00","114.00","150.00","45.00","78.00","15.00","25.00","0.00","4.00","0.00","7.00","0.00","0.00","0.00","3.00","1.00","0.00","0.00","594.00","216.00"
"11","Presidente Prudente","354710 Santa Mercedes","60.00","25.00","93.00","37.00","260.00","107.00","262.00","258.00","68.00","68.00","11.00","11.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","754.00","506.00"
"15","São José do Rio Preto","354720 Santana da Ponte Pensa","1.00","1.00","4.00","3.00","3.00","2.00","5.00","0.00","1.00","0.00","2.00","1.00","0.00","0.00","2.00","1.00","2.00","0.00","2.00","2.00","5.00","2.00","1.00","0.00","28.00","12.00"
"1","São Paulo","354730 Santana de Parnaíba","20.00","6.00","39.00","9.00","92.00","15.00","64.00","12.00","67.00","9.00","39.00","3.00","29.00","3.00","10.00","0.00","21.00","4.00","26.00","2.00","14.00","1.00","10.00","1.00","431.00","65.00"
"15","São José do Rio Preto","354740 Santa Rita d'Oeste","4.00","0.00","7.00","0.00","12.00","1.00","8.00","0.00","9.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","4.00","0.00","47.00","2.00"
"13","Riberão Preto","354750 Santa Rita do Passa Quatro","6.00","2.00","9.00","0.00","28.00","7.00","24.00","15.00","11.00","5.00","3.00","1.00","0.00","0.00","0.00","0.00","5.00","0.00","2.00","1.00","0.00","0.00","2.00","1.00","90.00","32.00"
"13","Riberão Preto","354760 Santa Rosa de Viterbo","37.00","16.00","50.00","19.00","139.00","64.00","126.00","48.00","53.00","18.00","15.00","1.00","8.00","1.00","5.00","0.00","5.00","0.00","15.00","0.00","5.00","0.00","10.00","1.00","468.00","168.00"
"15","São José do Rio Preto","354765 Santa Salete","10.00","0.00","5.00","0.00","33.00","0.00","11.00","1.00","8.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","4.00","0.00","10.00","0.00","86.00","1.00"
"11","Presidente Prudente","354770 Santo Anastácio","120.00","96.00","442.00","361.00","559.00","472.00","257.00","208.00","68.00","42.00","6.00","0.00","6.00","0.00","2.00","0.00","4.00","2.00","3.00","1.00","7.00","1.00","6.00","1.00","1,480.00","1,184.00"
"1","São Paulo","354780 Santo André","66.00","9.00","87.00","13.00","136.00","40.00","176.00","64.00","148.00","31.00","72.00","11.00","38.00","8.00","32.00","2.00","47.00","7.00","64.00","2.00","38.00","6.00","30.00","4.00","934.00","197.00"
