"DRS_id","DRS","Município","Janeiro Notificados","Janeiro Confirmados","Fevereiro Notificados","Fevereiro Confirmados","Março Notificados","Março Confirmados","Abril Notificados","Abril Confirmados","Maio Notificados","Maio Confirmados","Junho Notificados","Junho Confirmados","Julho Notificados","Julho Confirmados","Agosto Notificados","Agosto Confirmados","Setembro Notificados","Setembro Confirmados","Outubro Notificados","Outubro Confirmados","Novembro Notificados","Novembro Confirmados","Dezembro Notificados","Dezembro Confirmados","Total Notificados","Total Confirmados"
"13","Riberão Preto","351860 Guariba","7.00","1.00","10.00","7.00","112.00","38.00","147.00","73.00","126.00","53.00","34.00","13.00","5.00","0.00","2.00","0.00","8.00","0.00","2.00","1.00","7.00","0.00","0.00","0.00","460.00","186.00"
"4","Baixada Santista","351870 Guarujá","125.00","15.00","168.00","47.00","485.00","210.00","516.00","298.00","525.00","296.00","223.00","152.00","180.00","61.00","180.00","50.00","162.00","24.00","177.00","29.00","142.00","54.00","142.00","49.00","3,025.00","1,285.00"
"1","São Paulo","351880 Guarulhos","301.00","69.00","430.00","90.00","808.00","286.00","1,170.00","530.00","1,086.00","500.00","452.00","160.00","194.00","42.00","174.00","15.00","260.00","30.00","278.00","26.00","279.00","24.00","369.00","55.00","5,801.00","1,827.00"
"13","Riberão Preto","351885 Guatapará","181.00","116.00","137.00","78.00","87.00","73.00","16.00","14.00","5.00","2.00","2.00","0.00","2.00","0.00","4.00","0.00","2.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","441.00","283.00"
"2","Araçatuba","351890 Guzolândia","1.00","1.00","1.00","0.00","18.00","10.00","16.00","12.00","18.00","17.00","8.00","7.00","2.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","66.00","50.00"
"9","Marília","351900 Herculândia","43.00","13.00","94.00","53.00","283.00","191.00","318.00","242.00","84.00","39.00","8.00","6.00","5.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","3.00","0.00","1.00","0.00","841.00","544.00"
"7","Campinas","351905 Holambra","20.00","0.00","32.00","1.00","66.00","1.00","82.00","6.00","51.00","3.00","33.00","1.00","11.00","0.00","18.00","0.00","31.00","0.00","19.00","0.00","20.00","0.00","16.00","0.00","399.00","12.00"
"7","Campinas","351907 Hortolândia","184.00","32.00","285.00","95.00","675.00","215.00","886.00","324.00","735.00","283.00","236.00","55.00","150.00","28.00","171.00","23.00","128.00","19.00","132.00","19.00","136.00","17.00","77.00","16.00","3,795.00","1,126.00"
"6","Bauru","351910 Iacanga","48.00","38.00","118.00","97.00","174.00","108.00","135.00","46.00","27.00","14.00","4.00","2.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","5.00","1.00","5.00","0.00","518.00","306.00"
"9","Marília","351920 Iacri","18.00","15.00","58.00","39.00","151.00","125.00","150.00","106.00","133.00","99.00","40.00","19.00","13.00","2.00","5.00","2.00","5.00","3.00","3.00","2.00","2.00","2.00","2.00","2.00","580.00","416.00"
"6","Bauru","351925 Iaras","3.00","1.00","3.00","0.00","15.00","0.00","24.00","0.00","6.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51.00","2.00"
"3","Araraquara","351930 Ibaté","41.00","6.00","65.00","13.00","142.00","43.00","180.00","43.00","121.00","32.00","30.00","8.00","21.00","4.00","35.00","0.00","55.00","7.00","63.00","5.00","44.00","1.00","33.00","2.00","830.00","164.00"
"15","São José do Rio Preto","351940 Ibirá","15.00","2.00","12.00","0.00","18.00","2.00","107.00","28.00","117.00","30.00","26.00","8.00","14.00","2.00","15.00","1.00","13.00","1.00","10.00","2.00","6.00","0.00","5.00","1.00","358.00","77.00"
"9","Marília","351950 Ibirarema","2.00","0.00","24.00","7.00","162.00","37.00","310.00","121.00","233.00","72.00","43.00","22.00","7.00","5.00","2.00","2.00","0.00","0.00","0.00","0.00","9.00","2.00","6.00","2.00","798.00","270.00"
"3","Araraquara","351960 Ibitinga","48.00","6.00","164.00","49.00","824.00","291.00","1,048.00","453.00","753.00","305.00","177.00","71.00","53.00","12.00","25.00","5.00","22.00","5.00","23.00","0.00","16.00","0.00","40.00","1.00","3,193.00","1,198.00"
"16","Sorocaba","351970 Ibiúna","5.00","0.00","4.00","0.00","20.00","0.00","14.00","3.00","19.00","1.00","4.00","1.00","3.00","0.00","7.00","0.00","4.00","0.00","13.00","1.00","5.00","0.00","3.00","0.00","101.00","6.00"
"15","São José do Rio Preto","351980 Icém","1.00","0.00","11.00","1.00","8.00","2.00","8.00","3.00","5.00","3.00","10.00","5.00","1.00","0.00","3.00","1.00","1.00","1.00","18.00","2.00","19.00","3.00","43.00","14.00","128.00","35.00"
"11","Presidente Prudente","351990 Iepê","187.00","103.00","756.00","564.00","1,094.00","708.00","568.00","385.00","119.00","56.00","11.00","4.00","7.00","1.00","4.00","1.00","2.00","0.00","3.00","1.00","9.00","1.00","1.00","0.00","2,761.00","1,824.00"
"6","Bauru","352000 Igaraçu do Tietê","3.00","0.00","5.00","0.00","55.00","24.00","130.00","68.00","83.00","28.00","19.00","6.00","7.00","3.00","5.00","1.00","7.00","1.00","1.00","0.00","9.00","0.00","6.00","0.00","330.00","131.00"
"8","Franca","352010 Igarapava","45.00","40.00","86.00","76.00","217.00","82.00","296.00","113.00","143.00","23.00","37.00","4.00","17.00","1.00","1.00","0.00","0.00","0.00","1.00","0.00","7.00","2.00","4.00","2.00","854.00","343.00"
"17","Taubaté","352020 Igaratá","2.00","0.00","2.00","0.00","5.00","1.00","6.00","0.00","4.00","0.00","5.00","0.00","5.00","0.00","1.00","0.00","3.00","1.00","5.00","0.00","1.00","0.00","0.00","0.00","39.00","2.00"
"12","Registro","352030 Iguape","3.00","2.00","2.00","0.00","6.00","1.00","23.00","4.00","13.00","4.00","8.00","6.00","3.00","1.00","2.00","1.00","3.00","2.00","2.00","1.00","4.00","2.00","8.00","7.00","77.00","31.00"
"17","Taubaté","352040 Ilhabela","300.00","37.00","367.00","41.00","389.00","57.00","221.00","31.00","200.00","24.00","148.00","20.00","124.00","11.00","126.00","6.00","150.00","11.00","172.00","13.00","199.00","18.00","28.00","18.00","2,424.00","287.00"
"12","Registro","352042 Ilha Comprida","1.00","1.00","1.00","1.00","58.00","28.00","31.00","14.00","65.00","20.00","38.00","22.00","35.00","19.00","9.00","5.00","0.00","0.00","2.00","1.00","0.00","0.00","0.00","0.00","240.00","111.00"
"2","Araçatuba","352044 Ilha Solteira","47.00","8.00","72.00","27.00","227.00","79.00","206.00","69.00","128.00","41.00","18.00","5.00","14.00","3.00","13.00","0.00","9.00","3.00","12.00","2.00","13.00","0.00","15.00","1.00","774.00","238.00"
"7","Campinas","352050 Indaiatuba","110.00","11.00","132.00","13.00","353.00","89.00","567.00","303.00","479.00","260.00","153.00","52.00","64.00","12.00","34.00","4.00","52.00","4.00","62.00","10.00","50.00","7.00","38.00","10.00","2,094.00","775.00"
"11","Presidente Prudente","352060 Indiana","198.00","132.00","247.00","192.00","242.00","211.00","59.00","36.00","18.00","10.00","9.00","6.00","2.00","0.00","0.00","0.00","0.00","0.00","5.00","0.00","14.00","3.00","5.00","2.00","799.00","592.00"
"15","São José do Rio Preto","352070 Indiaporã","10.00","0.00","7.00","1.00","29.00","4.00","24.00","0.00","20.00","4.00","8.00","2.00","8.00","1.00","6.00","0.00","2.00","0.00","4.00","0.00","6.00","0.00","3.00","0.00","127.00","12.00"
"9","Marília","352080 Inúbia Paulista","115.00","98.00","148.00","120.00","70.00","50.00","38.00","27.00","7.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","1.00","0.00","2.00","0.00","2.00","0.00","386.00","298.00"
"9","Marília","352090 Ipauçu","1.00","0.00","12.00","0.00","56.00","25.00","124.00","80.00","141.00","68.00","17.00","6.00","4.00","2.00","6.00","2.00","4.00","2.00","12.00","6.00","1.00","0.00","1.00","0.00","379.00","191.00"
"16","Sorocaba","352100 Iperó","12.00","0.00","18.00","0.00","98.00","8.00","130.00","2.00","91.00","5.00","44.00","0.00","29.00","0.00","28.00","0.00","24.00","1.00","24.00","0.00","17.00","0.00","11.00","0.00","526.00","16.00"
"10","Piracicaba","352110 Ipeúna","10.00","0.00","23.00","1.00","59.00","6.00","69.00","10.00","64.00","3.00","30.00","3.00","13.00","2.00","16.00","0.00","17.00","0.00","13.00","1.00","16.00","0.00","7.00","1.00","337.00","27.00"
"15","São José do Rio Preto","352115 Ipiguá","10.00","2.00","8.00","2.00","29.00","7.00","29.00","9.00","14.00","2.00","7.00","1.00","7.00","0.00","5.00","0.00","4.00","0.00","8.00","0.00","13.00","2.00","14.00","1.00","148.00","26.00"
"12","Registro","352120 Iporanga","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00"
"8","Franca","352130 Ipuã","16.00","15.00","33.00","14.00","45.00","11.00","46.00","10.00","21.00","8.00","5.00","2.00","3.00","1.00","1.00","1.00","2.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","174.00","62.00"
"10","Piracicaba","352140 Iracemápolis","14.00","0.00","23.00","2.00","26.00","4.00","25.00","4.00","50.00","3.00","8.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","5.00","0.00","2.00","0.00","4.00","0.00","161.00","13.00"
"15","São José do Rio Preto","352150 Irapuã","31.00","0.00","28.00","1.00","92.00","20.00","238.00","101.00","45.00","14.00","23.00","13.00","7.00","0.00","7.00","2.00","5.00","1.00","6.00","1.00","1.00","0.00","4.00","1.00","487.00","154.00"
"11","Presidente Prudente","352160 Irapuru","157.00","109.00","154.00","126.00","185.00","159.00","96.00","76.00","34.00","26.00","10.00","0.00","2.00","1.00","0.00","0.00","5.00","1.00","11.00","7.00","7.00","2.00","8.00","4.00","669.00","511.00"
"16","Sorocaba","352170 Itaberá","1.00","0.00","17.00","0.00","13.00","0.00","17.00","3.00","33.00","2.00","10.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","94.00","5.00"
"6","Bauru","352180 Itaí","3.00","1.00","0.00","0.00","16.00","2.00","68.00","12.00","107.00","14.00","11.00","2.00","4.00","1.00","5.00","0.00","4.00","0.00","8.00","0.00","4.00","0.00","0.00","0.00","230.00","32.00"
"15","São José do Rio Preto","352190 Itajobi","16.00","2.00","24.00","4.00","158.00","25.00","29.00","14.00","16.00","7.00","17.00","10.00","8.00","1.00","6.00","1.00","6.00","0.00","12.00","0.00","10.00","1.00","28.00","2.00","330.00","67.00"
"6","Bauru","352200 Itaju","1.00","0.00","1.00","0.00","2.00","0.00","38.00","15.00","131.00","53.00","35.00","16.00","14.00","3.00","8.00","1.00","6.00","0.00","2.00","0.00","7.00","4.00","3.00","2.00","248.00","94.00"
"4","Baixada Santista","352210 Itanhaém","56.00","35.00","50.00","36.00","84.00","41.00","38.00","12.00","48.00","10.00","36.00","14.00","17.00","2.00","11.00","3.00","28.00","5.00","28.00","3.00","25.00","5.00","16.00","4.00","437.00","170.00"
"16","Sorocaba","352215 Itaóca","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00"
"1","São Paulo","352220 Itapecerica da Serra","17.00","2.00","15.00","1.00","36.00","2.00","40.00","6.00","26.00","1.00","8.00","1.00","4.00","0.00","2.00","0.00","6.00","1.00","8.00","1.00","6.00","1.00","8.00","1.00","176.00","17.00"
"16","Sorocaba","352230 Itapetininga","81.00","2.00","113.00","7.00","468.00","69.00","735.00","224.00","733.00","193.00","216.00","43.00","132.00","6.00","65.00","0.00","98.00","2.00","122.00","8.00","108.00","3.00","103.00","9.00","2,974.00","566.00"
"16","Sorocaba","352240 Itapeva","33.00","0.00","17.00","0.00","58.00","3.00","184.00","4.00","257.00","4.00","51.00","0.00","22.00","0.00","18.00","0.00","24.00","0.00","27.00","0.00","12.00","0.00","16.00","0.00","719.00","11.00"
"1","São Paulo","352250 Itapevi","10.00","1.00","17.00","2.00","25.00","2.00","39.00","8.00","39.00","6.00","12.00","1.00","7.00","0.00","9.00","0.00","8.00","1.00","6.00","1.00","7.00","0.00","4.00","0.00","183.00","22.00"
"14","São João da Boa Vista","352260 Itapira","24.00","1.00","28.00","0.00","65.00","10.00","139.00","43.00","217.00","58.00","103.00","13.00","53.00","5.00","52.00","2.00","58.00","5.00","57.00","8.00","48.00","1.00","25.00","0.00","869.00","146.00"
"16","Sorocaba","352265 Itapirapuã Paulista","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00"
"3","Araraquara","352270 Itápolis","453.00","339.00","1,443.00","1,241.00","2,180.00","1,901.00","928.00","807.00","178.00","126.00","25.00","8.00","11.00","2.00","13.00","2.00","8.00","1.00","17.00","3.00","14.00","2.00","21.00","3.00","5,291.00","4,435.00"
"6","Bauru","352280 Itaporanga","0.00","0.00","0.00","0.00","7.00","0.00","68.00","1.00","83.00","2.00","6.00","0.00","4.00","0.00","6.00","0.00","2.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","179.00","3.00"
"6","Bauru","352290 Itapuí","29.00","0.00","59.00","1.00","95.00","5.00","94.00","2.00","72.00","4.00","23.00","2.00","5.00","0.00","3.00","0.00","10.00","0.00","23.00","0.00","23.00","1.00","8.00","0.00","444.00","15.00"
"2","Araçatuba","352300 Itapura","2.00","1.00","1.00","1.00","7.00","3.00","14.00","9.00","5.00","1.00","1.00","1.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.00","16.00"
"1","São Paulo","352310 Itaquaquecetuba","21.00","2.00","34.00","6.00","80.00","18.00","117.00","54.00","147.00","76.00","55.00","18.00","13.00","2.00","15.00","2.00","16.00","3.00","36.00","1.00","21.00","3.00","33.00","5.00","588.00","190.00"
"16","Sorocaba","352320 Itararé","18.00","3.00","37.00","11.00","191.00","59.00","526.00","187.00","697.00","170.00","88.00","21.00","5.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1,563.00","454.00"
"12","Registro","352330 Itariri","0.00","0.00","1.00","0.00","3.00","0.00","1.00","0.00","5.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","13.00","0.00"
"7","Campinas","352340 Itatiba","15.00","1.00","24.00","1.00","70.00","7.00","62.00","18.00","86.00","22.00","40.00","6.00","23.00","2.00","22.00","1.00","12.00","1.00","22.00","0.00","20.00","2.00","17.00","3.00","413.00","64.00"
"6","Bauru","352350 Itatinga","2.00","0.00","2.00","0.00","13.00","0.00","23.00","4.00","28.00","9.00","4.00","1.00","1.00","0.00","1.00","1.00","1.00","1.00","6.00","2.00","1.00","0.00","2.00","0.00","84.00","18.00"
"10","Piracicaba","352360 Itirapina","2.00","0.00","3.00","0.00","17.00","0.00","8.00","2.00","10.00","0.00","2.00","1.00","2.00","0.00","2.00","1.00","7.00","0.00","7.00","0.00","8.00","0.00","2.00","0.00","70.00","4.00"
"8","Franca","352370 Itirapuã","1.00","0.00","2.00","1.00","7.00","0.00","12.00","11.00","3.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","3.00","2.00","3.00","0.00","4.00","0.00","37.00","16.00"
"14","São João da Boa Vista","352380 Itobi","0.00","0.00","4.00","2.00","2.00","0.00","1.00","0.00","1.00","0.00","3.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","0.00","0.00","17.00","2.00"
"16","Sorocaba","352390 Itu","82.00","9.00","190.00","26.00","492.00","123.00","1,012.00","364.00","1,212.00","366.00","476.00","106.00","245.00","32.00","179.00","17.00","171.00","9.00","224.00","33.00","242.00","44.00","374.00","132.00","4,899.00","1,261.00"
"7","Campinas","352400 Itupeva","11.00","0.00","15.00","3.00","69.00","17.00","73.00","22.00","58.00","22.00","31.00","9.00","11.00","6.00","14.00","2.00","16.00","3.00","11.00","6.00","1.00","1.00","4.00","1.00","314.00","92.00"
"8","Franca","352410 Ituverava","62.00","57.00","222.00","207.00","587.00","557.00","162.00","149.00","41.00","29.00","2.00","1.00","0.00","0.00","1.00","1.00","2.00","1.00","0.00","0.00","7.00","1.00","12.00","1.00","1,098.00","1,004.00"
"5","Barretos","352420 Jaborandi","14.00","10.00","66.00","51.00","80.00","75.00","75.00","72.00","5.00","3.00","1.00","1.00","0.00","0.00","0.00","0.00","3.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","246.00","212.00"
"13","Riberão Preto","352430 Jaboticabal","83.00","29.00","391.00","225.00","1,014.00","694.00","1,203.00","1,031.00","699.00","598.00","76.00","66.00","3.00","1.00","6.00","3.00","8.00","2.00","0.00","0.00","5.00","2.00","3.00","2.00","3,491.00","2,653.00"
"17","Taubaté","352440 Jacareí","171.00","7.00","194.00","13.00","550.00","102.00","990.00","325.00","1,076.00","303.00","517.00","86.00","219.00","26.00","167.00","8.00","236.00","9.00","340.00","16.00","366.00","94.00","891.00","417.00","5,717.00","1,406.00"
"15","São José do Rio Preto","352450 Jaci","22.00","12.00","39.00","19.00","98.00","55.00","72.00","17.00","28.00","9.00","16.00","6.00","9.00","4.00","7.00","2.00","18.00","4.00","11.00","2.00","8.00","3.00","6.00","2.00","334.00","135.00"
"12","Registro","352460 Jacupiranga","3.00","0.00","2.00","0.00","5.00","1.00","8.00","2.00","5.00","1.00","1.00","0.00","2.00","1.00","2.00","0.00","1.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","33.00","5.00"
"7","Campinas","352470 Jaguariúna","25.00","1.00","59.00","7.00","221.00","27.00","325.00","49.00","209.00","21.00","80.00","10.00","52.00","2.00","59.00","5.00","60.00","0.00","65.00","1.00","67.00","8.00","55.00","5.00","1,277.00","136.00"
"15","São José do Rio Preto","352480 Jales","39.00","4.00","61.00","3.00","119.00","15.00","209.00","23.00","159.00","28.00","33.00","7.00","39.00","4.00","26.00","5.00","31.00","3.00","39.00","2.00","38.00","1.00","14.00","2.00","807.00","97.00"
"17","Taubaté","352490 Jambeiro","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","4.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","5.00","0.00","16.00","0.00"
"1","São Paulo","352500 Jandira","6.00","1.00","10.00","1.00","42.00","5.00","82.00","18.00","59.00","11.00","20.00","4.00","7.00","2.00","3.00","0.00","2.00","0.00","2.00","0.00","5.00","3.00","2.00","0.00","240.00","45.00"
"13","Riberão Preto","352510 Jardinópolis","18.00","3.00","29.00","7.00","61.00","15.00","108.00","56.00","407.00","64.00","51.00","24.00","44.00","3.00","48.00","6.00","63.00","5.00","44.00","5.00","28.00","2.00","23.00","5.00","924.00","195.00"
"7","Campinas","352520 Jarinu","13.00","2.00","5.00","1.00","9.00","3.00","37.00","19.00","96.00","51.00","23.00","9.00","8.00","1.00","2.00","0.00","7.00","0.00","9.00","1.00","2.00","1.00","5.00","1.00","216.00","89.00"
"6","Bauru","352530 Jaú","63.00","12.00","170.00","53.00","601.00","214.00","765.00","235.00","914.00","263.00","339.00","77.00","154.00","19.00","70.00","4.00","76.00","4.00","106.00","1.00","84.00","5.00","112.00","24.00","3,454.00","911.00"
"8","Franca","352540 Jeriquara","1.00","1.00","1.00","1.00","9.00","6.00","7.00","4.00","56.00","44.00","11.00","8.00","1.00","0.00","1.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","89.00","65.00"
"7","Campinas","352550 Joanópolis","0.00","0.00","3.00","1.00","2.00","1.00","5.00","2.00","11.00","1.00","3.00","2.00","2.00","1.00","1.00","0.00","3.00","0.00","1.00","0.00","2.00","0.00","2.00","0.00","35.00","8.00"
"11","Presidente Prudente","352560 João Ramalho","1.00","0.00","18.00","4.00","98.00","32.00","144.00","93.00","146.00","104.00","20.00","16.00","1.00","1.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","430.00","250.00"
"15","São José do Rio Preto","352570 José Bonifácio","23.00","4.00","51.00","7.00","69.00","10.00","37.00","9.00","21.00","4.00","12.00","2.00","14.00","2.00","22.00","5.00","13.00","3.00","16.00","1.00","20.00","4.00","14.00","1.00","312.00","52.00"
"9","Marília","352580 Júlio Mesquita","133.00","105.00","157.00","143.00","149.00","139.00","83.00","75.00","14.00","13.00","3.00","1.00","1.00","1.00","1.00","0.00","2.00","2.00","1.00","1.00","2.00","1.00","0.00","0.00","546.00","481.00"
"16","Sorocaba","352585 Jumirim","0.00","0.00","6.00","0.00","18.00","1.00","25.00","6.00","14.00","0.00","4.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","8.00","0.00","1.00","0.00","1.00","0.00","79.00","7.00"
"7","Campinas","352590 Jundiaí","158.00","7.00","363.00","20.00","748.00","143.00","740.00","388.00","458.00","266.00","114.00","61.00","130.00","9.00","134.00","9.00","124.00","6.00","17.00","3.00","27.00","13.00","34.00","23.00","3,047.00","948.00"
"11","Presidente Prudente","352600 Junqueirópolis","24.00","14.00","196.00","154.00","545.00","452.00","303.00","275.00","100.00","77.00","6.00","6.00","4.00","3.00","7.00","1.00","4.00","1.00","3.00","1.00","3.00","0.00","1.00","0.00","1,196.00","984.00"
"12","Registro","352610 Juquiá","0.00","0.00","0.00","0.00","2.00","0.00","2.00","0.00","3.00","1.00","3.00","2.00","2.00","2.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","14.00","5.00"
"1","São Paulo","352620 Juquitiba","4.00","2.00","4.00","3.00","3.00","3.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","2.00","1.00","0.00","0.00","16.00","9.00"
"17","Taubaté","352630 Lagoinha","1.00","1.00","0.00","0.00","1.00","0.00","3.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","16.00","1.00"
"6","Bauru","352640 Laranjal Paulista","161.00","119.00","609.00","344.00","1,017.00","982.00","887.00","879.00","327.00","327.00","32.00","31.00","1.00","1.00","1.00","0.00","3.00","0.00","1.00","1.00","1.00","0.00","1.00","0.00","3,041.00","2,684.00"
"2","Araçatuba","352650 Lavínia","19.00","9.00","44.00","24.00","120.00","59.00","123.00","67.00","74.00","36.00","20.00","4.00","8.00","1.00","5.00","1.00","10.00","0.00","8.00","0.00","3.00","0.00","2.00","0.00","436.00","201.00"
"17","Taubaté","352660 Lavrinhas","4.00","0.00","4.00","0.00","5.00","0.00","14.00","3.00","3.00","0.00","3.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","1.00","1.00","1.00","1.00","0.00","0.00","39.00","5.00"
"10","Piracicaba","352670 Leme","19.00","1.00","25.00","5.00","49.00","6.00","62.00","23.00","52.00","19.00","10.00","0.00","10.00","3.00","11.00","1.00","14.00","3.00","8.00","3.00","13.00","1.00","11.00","4.00","284.00","69.00"
"6","Bauru","352680 Lençóis Paulista","34.00","0.00","83.00","10.00","444.00","139.00","817.00","314.00","1,216.00","286.00","204.00","51.00","83.00","9.00","73.00","6.00","42.00","2.00","66.00","6.00","52.00","2.00","44.00","7.00","3,158.00","832.00"
"10","Piracicaba","352690 Limeira","169.00","3.00","327.00","29.00","792.00","118.00","996.00","187.00","765.00","117.00","278.00","33.00","129.00","11.00","127.00","3.00","160.00","1.00","254.00","8.00","206.00","15.00","165.00","23.00","4,368.00","548.00"
"7","Campinas","352700 Lindóia","6.00","0.00","11.00","0.00","31.00","0.00","28.00","0.00","8.00","0.00","4.00","0.00","4.00","0.00","6.00","0.00","11.00","0.00","12.00","1.00","6.00","0.00","3.00","0.00","130.00","1.00"
"6","Bauru","352710 Lins","262.00","168.00","608.00","456.00","1,812.00","1,414.00","1,765.00","1,137.00","902.00","724.00","149.00","106.00","105.00","47.00","87.00","26.00","66.00","5.00","18.00","1.00","24.00","1.00","67.00","7.00","5,865.00","4,092.00"
"17","Taubaté","352720 Lorena","18.00","2.00","31.00","4.00","63.00","5.00","63.00","11.00","80.00","14.00","33.00","4.00","17.00","1.00","18.00","0.00","23.00","1.00","18.00","0.00","29.00","0.00","35.00","7.00","428.00","49.00"
"2","Araçatuba","352725 Lourdes","17.00","3.00","41.00","2.00","20.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","3.00","1.00","2.00","0.00","90.00","6.00"
"7","Campinas","352730 Louveira","18.00","2.00","42.00","7.00","144.00","65.00","158.00","78.00","110.00","35.00","36.00","6.00","24.00","2.00","13.00","3.00","10.00","0.00","17.00","1.00","5.00","0.00","6.00","1.00","583.00","200.00"
"9","Marília","352740 Lucélia","88.00","56.00","233.00","144.00","495.00","298.00","488.00","329.00","255.00","130.00","32.00","16.00","12.00","7.00","12.00","2.00","9.00","2.00","5.00","2.00","4.00","0.00","3.00","0.00","1,636.00","986.00"
"6","Bauru","352750 Lucianópolis","0.00","0.00","1.00","0.00","0.00","0.00","3.00","1.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","1.00"
"13","Riberão Preto","352760 Luís Antônio","18.00","1.00","38.00","6.00","69.00","58.00","39.00","34.00","11.00","10.00","6.00","1.00","3.00","0.00","3.00","0.00","0.00","0.00","3.00","1.00","2.00","0.00","2.00","0.00","194.00","111.00"
"2","Araçatuba","352770 Luiziânia","1.00","0.00","2.00","0.00","11.00","3.00","10.00","1.00","2.00","0.00","2.00","0.00","0.00","0.00","1.00","1.00","6.00","1.00","2.00","2.00","0.00","0.00","0.00","0.00","37.00","8.00"
"9","Marília","352780 Lupércio","49.00","48.00","52.00","50.00","11.00","9.00","3.00","2.00","3.00","1.00","1.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","120.00","111.00"
"9","Marília","352790 Lutécia","3.00","0.00","4.00","0.00","16.00","6.00","37.00","24.00","42.00","23.00","7.00","2.00","3.00","0.00","4.00","1.00","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","119.00","56.00"
"6","Bauru","352800 Macatuba","0.00","0.00","6.00","1.00","11.00","7.00","40.00","27.00","55.00","29.00","9.00","2.00","5.00","1.00","3.00","0.00","4.00","0.00","0.00","0.00","2.00","1.00","2.00","0.00","137.00","68.00"
"15","São José do Rio Preto","352810 Macaubal","7.00","0.00","4.00","0.00","10.00","0.00","4.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","2.00","0.00","35.00","0.00"
"15","São José do Rio Preto","352820 Macedônia","21.00","18.00","43.00","25.00","53.00","48.00","18.00","17.00","9.00","8.00","3.00","3.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","148.00","119.00"
"15","São José do Rio Preto","352830 Magda","7.00","0.00","6.00","1.00","14.00","2.00","12.00","1.00","8.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00","4.00"
"16","Sorocaba","352840 Mairinque","13.00","0.00","9.00","2.00","21.00","5.00","48.00","10.00","40.00","8.00","12.00","1.00","8.00","1.00","5.00","0.00","7.00","0.00","7.00","0.00","12.00","0.00","9.00","1.00","191.00","28.00"
