DRS_id,DRS,Município,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados
9,Marília,350010 Adamantina,23,9,21,7,166,128,576,429,731,468,205,95,96,40,21,18,11,29,12,62,39,175,98,"2,141","1,357"
15,São José do Rio Preto,350020 Adolfo,102,49,37,28,68,48,52,34,23,14,7,2,2,0,0,0,0,0,0,1,0,3,1,297,176
14,São João da Boa Vista,350030 Aguaí,9,2,3,1,5,1,7,0,8,1,1,0,2,0,0,3,0,2,0,1,0,3,0,44,5
14,São João da Boa Vista,350040 Águas da Prata,0,0,0,0,3,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,11,0
7,Campinas,350050 Águas de Lindóia,1,0,0,0,1,0,26,2,54,9,9,0,0,0,0,3,0,2,0,1,0,4,0,101,11
6,Bauru,350055 Águas de Santa Bárbara,1,0,0,0,2,1,19,10,46,30,15,2,3,2,1,0,0,0,0,0,0,1,0,88,46
10,Piracicaba,350060 Águas de São Pedro,0,0,5,0,12,0,24,8,35,5,13,3,9,0,0,4,0,3,0,0,0,3,0,110,16
6,Bauru,350070 Agudos,2,1,5,0,40,34,98,74,117,95,52,19,23,13,5,6,2,9,1,12,4,11,5,399,253
16,Sorocaba,350075 Alambari,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1
11,Presidente Prudente,350080 Alfredo Marcondes,12,4,4,1,3,0,27,2,70,8,30,4,22,3,3,6,0,18,2,115,25,271,137,590,189
5,Barretos,350090 Altair,9,2,10,2,29,12,47,13,5,1,1,0,1,1,0,1,0,3,0,4,0,2,0,112,31
13,Riberão Preto,350100 Altinópolis,2,0,4,0,8,0,26,3,5,3,0,0,0,0,0,4,0,1,0,0,0,2,0,55,6
2,Araçatuba,350110 Alto Alegre,112,102,81,75,102,95,40,35,22,22,0,0,0,0,0,1,0,0,0,0,0,0,0,358,329
16,Sorocaba,350115 Alumínio,4,0,2,0,6,2,3,2,12,0,5,0,0,0,0,1,0,3,0,7,0,5,0,49,4
15,São José do Rio Preto,350120 Álvares Florence,54,34,146,101,300,183,133,77,57,17,24,8,5,0,0,5,0,14,1,13,1,35,15,796,437
11,Presidente Prudente,350130 Álvares Machado,24,4,11,2,23,4,91,20,172,65,97,21,76,31,23,50,27,80,41,178,128,355,285,"1,220",651
9,Marília,350140 Álvaro de Carvalho,5,0,4,2,23,8,91,47,80,34,30,12,9,1,1,0,0,0,0,0,0,3,0,250,105
9,Marília,350150 Alvinlândia,1,0,2,0,4,0,9,2,17,11,2,0,0,0,0,1,0,1,0,1,1,2,0,41,14
7,Campinas,350160 Americana,113,9,148,76,"1,240",815,"2,337","1,663","1,662","1,312",360,252,139,86,35,94,17,94,19,84,6,71,9,"6,443","4,299"
3,Araraquara,350170 Américo Brasiliense,19,3,153,111,995,798,"1,541","1,436",880,833,172,127,73,48,16,35,4,37,6,32,3,22,5,"3,987","3,390"
15,São José do Rio Preto,350180 Américo de Campos,22,8,129,108,203,137,241,107,137,49,18,8,2,0,0,6,0,3,0,7,1,3,0,773,418
7,Campinas,350190 Amparo,2,0,4,0,6,0,37,9,63,8,23,3,7,0,0,11,0,9,0,5,0,9,0,183,20
10,Piracicaba,350200 Analândia,0,0,0,0,2,0,18,8,49,20,23,9,15,0,1,7,0,6,0,6,0,5,1,144,39
2,Araçatuba,350210 Andradina,70,9,94,35,359,165,668,662,843,843,189,187,154,21,8,63,3,56,6,74,11,87,10,"2,743","1,960"
16,Sorocaba,350220 Angatuba,1,1,3,0,3,1,6,3,5,0,3,0,5,3,0,1,0,2,0,0,0,0,0,29,8
6,Bauru,350230 Anhembi,2,1,0,0,2,1,3,3,5,3,1,0,0,0,0,0,0,2,0,3,0,1,0,19,8
11,Presidente Prudente,350240 Anhumas,0,0,2,2,25,16,150,118,140,84,71,49,18,11,4,6,0,6,1,13,2,3,2,444,289
17,Taubaté,350250 Aparecida,8,0,9,1,6,5,22,9,41,18,12,5,5,1,0,0,0,4,1,8,0,7,1,126,41
15,São José do Rio Preto,350260 Aparecida d'Oeste,4,2,34,19,175,146,147,146,50,49,7,7,1,1,5,2,0,1,1,1,0,0,0,433,376
16,Sorocaba,350270 Apiaí,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,11,3
16,Sorocaba,350275 Araçariguama,2,0,2,0,2,0,6,0,4,1,7,0,2,0,0,2,0,1,0,1,0,2,0,32,1
2,Araçatuba,350280 Araçatuba,557,66,519,142,"2,238",743,"3,565","1,074","3,109",419,"1,468",172,"1,008",63,32,519,26,679,36,675,19,682,19,"15,754","2,811"
16,Sorocaba,350290 Araçoiaba da Serra,8,0,12,0,14,6,30,1,35,4,20,1,11,0,0,11,0,11,1,5,0,19,1,186,14
8,Franca,350300 Aramina,0,0,1,0,4,3,8,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,17,9
6,Bauru,350310 Arandu,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,13,0
17,Taubaté,350315 Arapeí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Araraquara,350320 Araraquara,214,151,814,731,"6,969","5,286","10,179","7,987","6,331","4,897","1,689","1,227",487,321,85,226,65,336,26,242,18,211,10,"27,903","20,804"
10,Piracicaba,350330 Araras,60,35,230,177,"1,029",741,"1,569","1,163","1,012",687,169,88,54,13,7,21,3,34,1,37,2,44,0,"4,290","2,917"
9,Marília,350335 Arco-Íris,1,0,4,1,12,7,26,19,48,27,20,13,11,8,3,9,9,2,2,9,7,10,8,159,104
6,Bauru,350340 Arealva,0,0,0,0,2,0,7,3,17,10,9,5,13,11,7,6,3,0,0,4,1,0,0,66,40
17,Taubaté,350350 Areias,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,3,0,3,0,0,0,14,0
6,Bauru,350360 Areiópolis,2,0,1,0,3,2,6,4,17,4,7,2,7,0,2,0,0,1,0,1,0,0,0,50,14
15,São José do Rio Preto,350370 Ariranha,11,2,6,3,19,9,57,23,44,19,16,7,7,2,0,6,0,3,0,7,0,14,1,193,66
7,Campinas,350380 Artur Nogueira,12,0,26,15,86,36,205,87,140,71,83,42,30,7,5,14,0,18,1,7,1,8,0,646,265
1,São Paulo,350390 Arujá,2,0,7,3,13,4,69,38,90,35,30,5,4,0,0,3,0,5,0,9,0,2,0,237,85
15,São José do Rio Preto,350395 Aspásia,11,4,33,19,74,36,85,77,56,51,7,6,4,2,0,0,0,4,0,2,0,1,0,277,195
9,Marília,350400 Assis,48,13,28,8,69,41,165,120,233,146,78,42,60,27,23,28,11,29,9,31,9,64,14,880,463
7,Campinas,350410 Atibaia,11,5,10,4,34,24,374,278,496,340,208,167,117,93,60,66,49,56,39,47,30,55,26,"1,558","1,115"
2,Araçatuba,350420 Auriflama,12,2,23,7,115,65,240,185,42,19,2,1,4,4,0,3,0,0,0,3,1,2,0,447,284
6,Bauru,350430 Avaí,0,0,3,2,18,11,2,1,3,2,7,6,4,4,8,3,2,3,2,4,2,1,1,56,41
2,Araçatuba,350440 Avanhandava,2,1,7,5,90,89,124,121,42,31,30,29,8,8,8,1,1,1,1,0,0,3,3,316,297
6,Bauru,350450 Avaré,1,0,8,2,23,4,78,42,100,31,35,7,11,5,2,2,0,3,0,4,0,2,0,283,93
15,São José do Rio Preto,350460 Bady Bassitt,82,1,71,4,257,25,577,55,569,25,297,29,119,13,4,53,2,71,4,60,5,86,4,"2,294",171
6,Bauru,350470 Balbinos,0,0,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,5,2,2,1,2,0,17,6
15,São José do Rio Preto,350480 Bálsamo,7,2,37,26,163,137,231,214,57,49,19,13,8,2,0,3,0,8,2,10,2,3,1,549,448
17,Taubaté,350490 Bananal,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0
6,Bauru,350500 Barão de Antonina,3,0,0,0,15,6,53,40,65,46,5,0,0,0,0,2,1,0,0,0,0,0,0,143,93
2,Araçatuba,350510 Barbosa,11,4,16,4,58,26,152,38,206,1,79,0,49,0,0,12,0,8,0,13,0,17,0,645,73
6,Bauru,350520 Bariri,0,0,0,0,1,0,10,2,19,9,12,3,4,0,0,4,0,2,0,2,0,3,0,62,14
6,Bauru,350530 Barra Bonita,1,0,4,2,47,24,283,148,212,73,85,19,26,6,0,13,0,12,0,6,0,14,0,715,272
16,Sorocaba,350535 Barra do Chapéu,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
12,Registro,350540 Barra do Turvo,2,0,3,1,0,0,4,3,17,3,6,2,5,2,1,0,0,0,0,0,0,0,0,43,12
5,Barretos,350550 Barretos,59,5,90,17,340,138,"1,089",658,"1,173",679,742,224,524,235,29,219,12,201,7,189,7,181,7,"5,052","2,018"
13,Riberão Preto,350560 Barrinha,55,2,24,6,145,54,334,181,182,83,105,36,49,14,3,31,2,26,0,21,0,13,2,"1,017",383
1,São Paulo,350570 Barueri,15,0,19,3,40,9,76,11,140,14,56,5,30,3,0,19,0,23,0,8,0,12,0,451,45
9,Marília,350580 Bastos,2,1,9,1,102,62,395,193,325,248,124,81,50,29,14,12,7,11,1,5,0,27,15,"1,089",652
13,Riberão Preto,350590 Batatais,0,0,15,10,114,77,475,402,812,561,265,177,76,13,2,12,2,4,0,5,0,7,1,"1,798","1,245"
6,Bauru,350600 Bauru,92,26,104,54,784,505,"1,956","1,344","1,488","1,055",542,331,367,194,138,140,49,125,19,149,36,188,69,"6,211","3,820"
5,Barretos,350610 Bebedouro,11,0,21,6,218,83,504,203,541,180,153,42,62,5,6,9,0,14,1,4,0,4,0,"1,574",526
2,Araçatuba,350620 Bento de Abreu,1,1,1,0,7,2,14,10,32,24,20,15,7,6,0,0,0,1,0,0,0,0,0,83,58
9,Marília,350630 Bernardino de Campos,1,0,0,0,4,2,10,1,9,2,7,2,9,0,0,3,0,1,0,1,0,1,0,52,7
4,Baixada Santista,350635 Bertioga,98,3,45,0,47,4,92,18,145,40,194,39,123,19,10,38,2,48,3,52,2,51,4,"1,014",144
2,Araçatuba,350640 Bilac,12,7,18,16,84,49,90,75,12,9,5,3,1,1,0,1,0,1,0,2,0,2,1,228,161
2,Araçatuba,350650 Birigui,126,73,447,300,"3,067","2,419","4,302","3,553","2,633","2,080",766,586,413,276,92,160,70,144,38,151,35,158,24,"12,614","9,546"
1,São Paulo,350660 Biritiba-Mirim,16,2,2,0,11,2,68,27,76,16,33,1,13,1,0,3,0,12,0,7,0,5,0,254,49
3,Araraquara,350670 Boa Esperança do Sul,7,0,2,0,66,27,263,130,571,348,301,131,155,41,11,41,5,33,6,60,24,98,32,"1,659",755
6,Bauru,350680 Bocaina,0,0,2,2,60,53,132,129,114,104,20,17,6,2,0,0,0,3,0,2,1,2,1,342,309
6,Bauru,350690 Bofete,2,0,1,0,1,0,14,0,8,0,5,1,6,1,0,8,0,1,0,3,0,3,0,55,2
16,Sorocaba,350700 Boituva,17,2,6,1,26,15,61,30,66,21,34,6,26,2,1,16,1,20,1,12,1,13,3,306,84
7,Campinas,350710 Bom Jesus dos Perdões,4,0,0,0,2,1,16,10,37,16,12,7,6,5,5,9,5,4,2,3,3,6,2,107,56
16,Sorocaba,350715 Bom Sucesso de Itararé,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
9,Marília,350720 Borá,24,16,31,22,19,14,8,7,5,5,1,0,1,0,0,0,0,6,0,0,0,0,0,96,64
6,Bauru,350730 Boracéia,0,0,0,0,1,0,7,2,10,10,7,5,3,1,0,0,0,0,0,1,0,0,0,29,18
3,Araraquara,350740 Borborema,15,4,52,28,325,246,857,640,687,492,134,90,16,4,7,4,1,13,6,13,4,7,6,"2,146","1,528"
6,Bauru,350745 Borebi,1,0,2,2,38,24,101,75,39,26,3,2,4,2,2,1,0,0,0,2,0,0,0,195,133
6,Bauru,350750 Botucatu,20,0,19,1,88,50,216,77,213,72,110,13,65,15,3,66,3,54,3,34,1,46,6,990,244
7,Campinas,350760 Bragança Paulista,11,1,9,1,36,12,192,82,177,85,73,24,39,15,1,21,6,14,4,16,3,7,0,607,234
2,Araçatuba,350770 Braúna,52,27,84,80,107,104,53,53,27,27,2,2,1,1,0,1,1,1,0,1,0,0,0,329,295
2,Araçatuba,350775 Brejo Alegre,3,2,18,6,100,67,72,68,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,202,146
13,Riberão Preto,350780 Brodósqui,5,0,6,0,18,7,56,34,23,8,16,7,13,2,2,5,2,10,2,6,0,7,0,169,64
6,Bauru,350790 Brotas,3,0,6,1,30,15,242,120,269,114,105,39,41,19,4,23,5,11,1,11,3,8,0,771,321
16,Sorocaba,350800 Buri,13,1,13,1,5,0,18,0,27,0,16,1,10,0,0,5,0,0,0,3,0,8,0,122,3
2,Araçatuba,350810 Buritama,530,470,513,474,427,400,183,177,73,73,15,15,18,13,20,8,4,7,6,16,1,12,1,"1,827","1,654"
8,Franca,350820 Buritizal,4,0,4,4,15,9,36,13,20,15,2,0,4,2,0,1,0,0,0,1,0,0,0,89,43
6,Bauru,350830 Cabrália Paulista,0,0,3,0,28,5,59,23,33,13,6,2,0,0,0,0,0,0,0,0,0,2,0,132,43
7,Campinas,350840 Cabreúva,21,2,8,0,10,1,36,10,56,7,28,6,13,2,3,7,0,11,0,9,0,18,2,230,33
17,Taubaté,350850 Caçapava,6,1,10,1,19,3,66,24,119,42,56,13,29,4,1,13,2,12,0,22,1,15,0,385,92
17,Taubaté,350860 Cachoeira Paulista,11,1,9,0,8,2,20,4,31,3,30,1,22,1,2,11,1,29,0,6,0,13,0,197,15
14,São João da Boa Vista,350870 Caconde,1,1,0,0,0,0,4,1,1,1,3,1,2,0,0,0,0,2,0,2,1,0,0,16,5
6,Bauru,350880 Cafelândia,4,3,2,0,19,14,54,30,53,26,14,5,0,0,1,0,0,0,0,3,0,4,0,154,79
11,Presidente Prudente,350890 Caiabu,0,0,0,0,0,0,37,8,60,15,16,2,12,3,1,12,3,10,3,19,5,7,0,184,40
1,São Paulo,350900 Caieiras,9,0,8,0,34,12,124,42,70,22,22,1,9,1,0,6,0,8,0,6,1,4,1,302,80
11,Presidente Prudente,350910 Caiuá,3,0,0,0,11,4,27,10,42,21,22,8,6,1,3,3,0,1,0,4,0,1,0,125,47
1,São Paulo,350920 Cajamar,10,0,7,2,33,16,73,9,145,17,75,3,30,1,0,26,0,34,0,15,0,8,0,478,48
12,Registro,350925 Cajati,2,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,10,3
5,Barretos,350930 Cajobi,4,2,2,1,42,24,132,68,132,88,43,27,8,3,6,8,3,4,3,6,5,2,1,393,231
13,Riberão Preto,350940 Cajuru,3,1,7,0,28,1,64,0,15,1,6,0,4,0,0,9,0,2,0,6,0,1,0,145,3
16,Sorocaba,350945 Campina do Monte Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Campinas,350950 Campinas,513,55,451,144,"1,651","1,163","4,999","4,230","4,796","3,750","1,708","1,055","1,156",362,199,871,102,764,73,624,44,554,64,"19,019","11,241"
7,Campinas,350960 Campo Limpo Paulista,16,3,13,3,27,9,96,34,93,36,51,6,13,4,2,15,0,23,2,12,1,14,2,387,102
17,Taubaté,350970 Campos do Jordão,3,0,1,0,3,0,7,0,6,0,4,0,0,0,0,2,0,2,0,1,0,1,0,32,0
9,Marília,350980 Campos Novos Paulista,4,1,4,2,73,34,120,84,89,70,16,13,3,2,0,2,1,0,0,3,0,1,0,316,207
12,Registro,350990 Cananéia,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,6,0,3,0,14,2
17,Taubaté,350995 Canas,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,7,0
9,Marília,351000 Cândido Mota,15,2,12,5,24,5,67,12,80,13,38,7,28,1,0,12,2,13,0,33,4,14,2,353,53
3,Araraquara,351010 Cândido Rodrigues,0,0,0,0,0,0,0,0,14,5,27,12,14,12,12,14,8,10,3,4,1,1,0,101,53
9,Marília,351015 Canitar,1,0,1,0,8,0,63,27,87,14,24,7,26,3,1,7,1,9,0,3,0,2,0,251,53
16,Sorocaba,351020 Capão Bonito,15,0,6,0,20,2,23,9,15,3,6,2,4,0,0,0,0,4,0,11,1,9,1,116,18
16,Sorocaba,351030 Capela do Alto,21,0,21,0,29,0,24,0,49,5,38,4,30,0,1,26,0,16,0,6,0,20,0,303,10
10,Piracicaba,351040 Capivari,10,0,8,1,26,10,117,40,152,59,69,13,34,2,0,9,1,6,0,6,0,7,0,460,126
17,Taubaté,351050 Caraguatatuba,382,16,64,4,129,13,394,34,748,39,697,34,548,23,11,556,5,677,10,452,21,451,7,"5,733",217
1,São Paulo,351060 Carapicuíba,23,2,13,3,62,23,133,51,203,46,39,16,19,3,2,8,0,15,0,8,2,6,0,536,148
15,São José do Rio Preto,351070 Cardoso,22,13,29,23,90,81,102,79,21,15,4,1,5,2,0,6,1,4,2,8,4,7,2,299,223
14,São João da Boa Vista,351080 Casa Branca,2,1,3,0,2,0,3,0,6,3,3,0,4,0,0,1,0,0,0,2,0,1,0,29,4
13,Riberão Preto,351090 Cássia dos Coqueiros,2,1,0,0,5,2,5,5,5,1,2,2,1,0,0,1,0,0,0,0,0,0,0,21,11
2,Araçatuba,351100 Castilho,16,5,39,30,116,83,211,159,279,162,105,29,58,20,20,38,10,24,6,54,18,63,28,"1,062",570
15,São José do Rio Preto,351110 Catanduva,111,39,152,95,943,611,"2,099","1,284","1,760",997,718,343,306,112,80,88,34,129,45,108,26,153,29,"6,740","3,695"
15,São José do Rio Preto,351120 Catiguá,3,0,11,8,87,40,185,116,116,72,36,13,16,2,0,4,2,2,0,4,3,9,2,475,258
15,São José do Rio Preto,351130 Cedral,67,25,36,19,123,77,324,217,366,236,113,61,92,42,22,30,8,38,9,26,7,34,8,"1,323",731
6,Bauru,351140 Cerqueira César,1,0,0,0,0,0,14,6,8,3,3,0,13,0,1,1,0,0,0,3,1,0,0,48,11
16,Sorocaba,351150 Cerquilho,9,0,4,0,79,38,181,83,223,83,41,6,40,5,1,14,1,6,0,12,2,4,1,626,220
16,Sorocaba,351160 Cesário Lange,5,0,6,1,39,16,39,14,61,43,52,35,62,47,18,21,0,22,1,5,0,7,0,347,175
10,Piracicaba,351170 Charqueada,8,0,22,11,181,88,525,298,216,116,74,27,41,9,4,24,2,15,0,15,0,10,0,"1,170",555
2,Araçatuba,351190 Clementina,9,6,22,21,131,115,52,47,46,45,7,6,0,0,0,1,0,1,0,0,0,1,0,270,240
