DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Notificados,Agosto Confirmados,Setembro Notificados,Setembro Confirmados,Outubro Notificados,Outubro Confirmados,Novembro Notificados,Novembro Confirmados,Dezembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
15.0,São José do Rio Preto,10.00,0,5,0,33,0,11,1,8,0,0,0,2,0,1,0,0,0,2,0,4,0,10,0,86,1,354765,Santa Salete
11.0,Presidente Prudente,120.00,96,442,361,559,472,257,208,68,42,6,0,6,0,2,0,4,2,3,1,7,1,6,1,1480,1184,354770,Santo Anastácio
1.0,São Paulo,66.00,9,87,13,136,40,176,64,148,31,72,11,38,8,32,2,47,7,64,2,38,6,30,4,934,197,354780,Santo André
13.0,Riberão Preto,2.00,0,5,0,35,1,31,14,54,19,3,0,2,1,0,0,1,0,2,0,1,0,3,1,139,36,354790,Santo Antônio da Alegria
7.0,Campinas,13.00,2,18,2,47,3,67,5,43,2,15,2,11,5,15,0,11,2,21,1,22,0,14,1,297,25,354800,Santo Antônio de Posse
2.0,Araçatuba,7.00,1,5,0,25,0,16,7,15,1,1,0,5,1,7,0,7,0,12,3,9,1,4,0,113,14,354805,Santo Antônio do Aracanguá
14.0,São João da Boa Vista,0.00,0,0,0,5,1,4,0,1,1,3,0,1,0,2,1,1,0,1,0,0,0,0,0,18,3,354810,Santo Antônio do Jardim
17.0,Taubaté,0.00,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,1,0,2,0,2,1,2,0,14,2,354820,Santo Antônio do Pinhal
11.0,Presidente Prudente,22.00,12,36,18,65,26,37,29,31,13,6,3,1,0,1,0,1,0,2,0,5,0,3,1,210,102,354830,Santo Expedito
2.0,Araçatuba,1.00,0,5,4,160,40,206,91,51,24,13,2,2,2,0,0,2,0,2,0,0,0,1,1,443,164,354840,Santópolis do Aguapeí
4.0,Baixada Santista,260.00,10,293,19,506,30,372,31,354,53,213,35,111,21,154,71,208,107,212,111,169,92,131,19,2983,599,354850,Santos
17.0,Taubaté,0.00,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,9,0,354860,São Bento do Sapucaí
1.0,São Paulo,91.00,0,99,2,193,11,247,12,202,4,96,0,79,1,67,0,77,1,69,1,78,1,93,4,1391,37,354870,São Bernardo do Campo
1.0,São Paulo,28.00,1,19,0,38,9,59,10,41,4,15,2,11,0,14,0,16,0,7,0,10,0,9,1,267,27,354880,São Caetano do Sul
3.0,Araraquara,142.00,25,199,41,442,112,686,168,630,140,290,35,167,13,158,21,211,21,304,24,269,16,188,8,3686,624,354890,São Carlos
15.0,São José do Rio Preto,8.00,1,11,0,14,0,16,1,10,1,2,0,2,0,0,0,6,1,2,0,0,0,2,1,73,5,354900,São Francisco
14.0,São João da Boa Vista,64.00,5,40,11,77,20,170,72,211,64,76,13,48,11,32,4,39,1,65,6,42,3,31,2,895,212,354910,São João da Boa Vista
15.0,São José do Rio Preto,0.00,0,5,0,22,3,7,4,6,2,1,1,2,0,3,0,3,0,4,0,2,0,0,0,55,10,354920,São João das Duas Pontes
15.0,São José do Rio Preto,2.00,0,5,0,11,0,20,1,2,0,1,0,2,0,1,0,1,0,1,0,1,0,2,0,49,1,354925,São João de Iracema
11.0,Presidente Prudente,51.00,33,94,54,189,126,230,177,86,66,20,11,1,1,2,1,0,0,0,0,0,0,0,0,673,469,354930,São João do Pau d'Alho
8.0,Franca,85.00,15,247,55,616,174,678,145,257,55,54,10,5,0,2,0,22,3,73,4,59,5,72,9,2170,475,354940,São Joaquim da Barra
8.0,Franca,1.00,0,4,0,2,0,5,3,3,1,1,1,0,0,4,2,1,0,3,2,100,65,58,30,182,104,354950,São José da Bela Vista
17.0,Taubaté,0.00,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,9,0,354960,São José do Barreiro
14.0,São João da Boa Vista,7.00,3,7,5,25,16,25,14,36,27,18,14,5,2,8,2,15,3,8,4,4,0,3,2,161,92,354970,São José do Rio Pardo
15.0,São José do Rio Preto,"1,398.00",760,1588,880,3167,1849,3031,1964,2004,1307,913,569,668,354,697,379,691,382,743,431,743,444,747,377,16390,9696,354980,São José do Rio Preto
17.0,Taubaté,574.00,20,818,78,1910,239,1818,198,1866,170,957,43,603,16,579,12,810,15,902,16,732,20,830,59,12399,886,354990,São José dos Campos
1.0,São Paulo,1.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,354995,São Lourenço da Serra
17.0,Taubaté,0.00,0,2,0,6,0,4,1,9,2,1,0,2,0,2,0,2,0,2,0,3,0,2,0,35,3,355000,São Luís do Paraitinga
6.0,Bauru,3.00,0,20,3,76,11,166,56,118,25,31,4,9,2,19,1,10,1,20,0,19,6,30,12,521,121,355010,São Manuel
16.0,Sorocaba,7.00,1,2,0,10,1,10,1,6,1,3,1,3,0,0,0,2,0,1,0,0,0,1,0,45,5,355020,São Miguel Arcanjo
1.0,São Paulo,"3,712.00",489,5209,749,9961,2235,11402,3825,11191,2986,4757,904,2678,353,2560,304,2748,313,3140,348,3158,403,3786,734,64302,13643,355030,São Paulo
10.0,Piracicaba,36.00,2,26,0,66,4,43,7,28,3,17,1,3,0,3,0,6,0,10,0,16,1,9,2,263,20,355040,São Pedro
9.0,Marília,9.00,1,55,25,268,170,407,330,329,268,78,58,4,1,4,1,5,1,11,1,23,0,6,0,1199,856,355050,São Pedro do Turvo
16.0,Sorocaba,5.00,0,9,2,49,12,91,18,102,27,44,2,10,0,4,0,9,0,10,0,8,0,11,0,352,61,355060,São Roque
17.0,Taubaté,248.00,25,232,14,407,90,580,226,695,272,348,85,225,43,175,12,215,12,247,7,253,9,191,18,3816,813,355070,São Sebastião
14.0,São João da Boa Vista,0.00,0,2,0,7,1,7,1,27,2,5,0,3,1,0,0,2,0,3,0,1,0,6,0,63,5,355080,São Sebastião da Grama
13.0,Riberão Preto,5.00,1,43,4,49,6,66,11,50,13,10,1,9,0,3,0,4,0,8,0,11,0,9,0,267,36,355090,São Simão
4.0,Baixada Santista,100.00,13,96,19,169,29,112,28,107,26,59,16,40,12,44,14,71,12,79,30,74,25,51,15,1002,239,355100,São Vicente
16.0,Sorocaba,1.00,0,3,0,10,0,15,0,18,0,8,0,0,0,1,0,4,0,3,0,1,0,1,0,65,0,355110,Sarapuí
6.0,Bauru,1.00,1,0,0,5,5,3,3,13,11,7,7,2,1,0,0,4,4,4,3,0,0,0,0,39,35,355120,Sarutaiá
15.0,São José do Rio Preto,8.00,0,5,2,18,2,11,3,10,1,0,0,1,0,4,1,1,0,0,0,2,0,1,0,61,9,355130,Sebastianópolis do Sul
13.0,Riberão Preto,12.00,2,72,24,159,46,158,53,168,29,68,7,19,1,21,1,19,0,23,1,21,0,16,1,756,165,355140,Serra Azul
13.0,Riberão Preto,24.00,3,269,26,593,103,459,93,138,46,21,7,4,1,9,0,10,0,13,1,6,0,7,4,1553,284,355150,Serrana
7.0,Campinas,3.00,0,9,0,11,1,17,1,20,1,7,1,4,0,1,0,2,0,3,0,2,0,2,1,81,5,355160,Serra Negra
13.0,Riberão Preto,100.00,4,146,4,226,19,293,21,233,20,111,6,71,0,82,1,78,1,97,1,81,1,69,1,1587,79,355170,Sertãozinho
12.0,Registro,2.00,0,1,0,5,1,49,8,39,4,19,8,2,0,6,0,8,2,9,2,19,4,41,15,200,44,355180,Sete Barras
5.0,Barretos,42.00,3,14,2,41,12,96,26,105,38,32,15,7,0,7,0,3,1,3,1,1,0,7,0,358,98,355190,Severínia
17.0,Taubaté,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,355200,Silveiras
7.0,Campinas,3.00,0,9,0,13,0,21,1,18,1,16,4,6,0,7,0,11,1,10,0,6,0,5,0,125,7,355210,Socorro
16.0,Sorocaba,615.00,18,1158,100,4265,693,6665,1996,5548,1303,1992,310,886,69,698,17,992,8,1246,5,930,14,844,45,25839,4578,355220,Sorocaba
2.0,Araçatuba,32.00,1,17,0,40,2,61,1,39,2,7,0,6,0,5,0,3,0,5,0,12,1,5,0,232,7,355230,Sud Mennucci
7.0,Campinas,159.00,6,228,25,639,166,735,284,465,163,192,41,100,9,60,5,94,5,133,4,93,9,57,7,2955,724,355240,Sumaré
1.0,São Paulo,41.00,5,55,6,130,48,207,142,210,132,96,54,45,22,32,12,56,23,53,16,50,19,52,17,1027,496,355250,Suzano
2.0,Araçatuba,11.00,0,14,1,25,3,20,0,21,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,95,5,355255,Suzanápolis
15.0,São José do Rio Preto,5.00,1,15,0,31,2,38,29,30,19,15,6,5,3,9,0,6,0,5,0,7,1,6,4,172,65,355260,Tabapuã
3.0,Araraquara,264.00,193,701,568,495,442,390,360,61,58,14,11,3,1,10,6,0,0,2,1,9,3,24,1,1973,1644,355270,Tabatinga
1.0,São Paulo,32.00,1,26,0,56,11,56,12,49,4,32,4,14,4,14,2,19,1,28,1,31,3,28,0,385,43,355280,Taboão da Serra
11.0,Presidente Prudente,31.00,4,39,13,86,74,146,124,118,56,28,12,9,1,6,0,8,0,2,0,2,0,0,0,475,284,355290,Taciba
6.0,Bauru,0.00,0,1,0,5,0,28,3,36,5,9,1,1,0,1,0,0,0,0,0,3,0,0,0,84,9,355300,Taguaí
5.0,Barretos,2.00,0,2,0,13,3,21,5,25,9,5,1,1,0,0,0,0,0,2,0,0,0,3,0,74,18,355310,Taiaçu
5.0,Barretos,4.00,1,9,4,29,11,15,10,20,5,1,0,1,1,1,0,1,1,2,2,0,0,2,0,85,35,355320,Taiúva
14.0,São João da Boa Vista,7.00,2,5,1,70,22,97,55,97,39,26,7,8,3,7,2,11,0,6,0,2,0,6,1,342,132,355330,Tambaú
15.0,São José do Rio Preto,46.00,3,56,4,137,19,86,14,37,9,16,3,12,2,14,2,23,3,49,7,52,4,33,10,561,80,355340,Tanabi
16.0,Sorocaba,0.00,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,9,0,355350,Tapiraí
14.0,São João da Boa Vista,0.00,0,0,0,2,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,7,3,355360,Tapiratiba
5.0,Barretos,1.00,0,5,0,8,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,21,2,355365,Taquaral
3.0,Araraquara,"1,448.00",1037,3242,2461,2645,2106,973,818,483,132,168,29,41,5,6,1,6,0,7,1,10,3,6,2,9035,6595,355370,Taquaritinga
6.0,Bauru,1.00,0,1,0,9,0,38,6,33,7,5,1,1,0,0,0,0,0,1,0,2,0,1,0,92,14,355380,Taquarituba
16.0,Sorocaba,0.00,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,355385,Taquarivaí
11.0,Presidente Prudente,204.00,143,422,335,517,426,274,213,101,75,9,5,4,0,1,0,3,0,5,1,4,1,7,0,1551,1199,355390,Tarabaí
9.0,Marília,23.00,1,30,5,56,27,268,102,223,3,47,0,5,0,11,1,3,0,4,0,12,0,8,0,690,139,355395,Tarumã
16.0,Sorocaba,157.00,2,275,2,714,2,350,3,296,4,113,2,62,1,65,3,83,1,129,2,112,2,96,1,2452,25,355400,Tatuí
17.0,Taubaté,325.00,22,522,54,1167,231,1617,461,1911,408,733,129,364,39,349,22,548,26,574,17,494,50,595,123,9199,1582,355410,Taubaté
6.0,Bauru,0.00,0,0,0,0,0,3,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,4,355420,Tejupá
11.0,Presidente Prudente,138.00,11,164,31,356,74,405,135,321,87,78,18,49,7,43,1,46,4,88,0,87,0,65,1,1840,369,355430,Teodoro Sampaio
5.0,Barretos,8.00,6,25,18,32,10,19,11,10,5,7,6,3,2,0,0,3,0,2,0,1,0,0,0,110,58,355440,Terra Roxa
16.0,Sorocaba,30.00,2,104,19,347,111,486,211,405,110,55,22,24,6,16,1,25,1,26,2,24,0,16,0,1558,485,355450,Tietê
9.0,Marília,1.00,1,0,0,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,355460,Timburi
6.0,Bauru,0.00,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,355465,Torre de Pedra
6.0,Bauru,0.00,0,2,0,21,14,63,60,79,77,12,12,0,0,1,1,3,0,3,2,1,1,0,0,185,167,355470,Torrinha
3.0,Araraquara,12.00,2,11,2,41,16,94,39,62,15,3,1,0,0,1,1,2,1,2,0,1,0,6,1,235,78,355475,Trabiju
17.0,Taubaté,37.00,15,113,59,228,104,245,84,238,69,134,27,66,10,55,3,62,0,79,7,94,21,188,95,1539,494,355480,Tremembé
15.0,São José do Rio Preto,1.00,0,5,0,6,0,1,0,0,0,4,0,0,0,0,0,1,0,3,0,2,1,2,0,25,1,355490,Três Fronteiras
7.0,Campinas,0.00,0,1,0,7,0,6,1,1,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,20,2,355495,Tuiuti
9.0,Marília,208.00,85,447,276,1808,1130,2114,1476,1477,926,320,179,100,38,71,25,70,23,71,17,66,20,52,20,6804,4215,355500,Tupã
11.0,Presidente Prudente,297.00,248,393,346,429,336,212,146,90,64,17,12,7,4,8,5,13,10,9,4,4,1,1,0,1480,1176,355510,Tupi Paulista
2.0,Araçatuba,1.00,1,3,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,6,355520,Turiúba
15.0,São José do Rio Preto,0.00,0,0,0,5,2,1,0,9,3,4,0,2,0,7,0,0,0,0,0,4,2,2,0,34,7,355530,Turmalina
15.0,São José do Rio Preto,9.00,2,15,0,54,2,18,0,4,0,1,0,1,0,9,0,13,1,6,1,2,0,1,0,133,6,355535,Ubarana
17.0,Taubaté,142.00,2,276,11,557,71,601,130,449,139,331,112,219,64,202,36,218,18,291,24,302,47,499,165,4087,819,355540,Ubatuba
9.0,Marília,0.00,0,6,0,13,6,9,8,17,13,2,2,2,1,0,0,1,0,0,0,1,1,0,0,51,31,355550,Ubirajara
15.0,São José do Rio Preto,30.00,5,31,4,69,10,50,13,33,15,14,1,9,2,13,0,17,3,14,5,11,0,14,2,305,60,355560,Uchoa
15.0,São José do Rio Preto,0.00,0,14,0,2,1,10,0,0,0,2,0,0,0,1,0,4,0,1,1,3,0,1,0,38,2,355570,União Paulista
15.0,São José do Rio Preto,14.00,0,9,2,27,6,38,0,14,2,4,2,5,1,6,0,12,1,4,1,4,1,6,1,143,17,355580,Urânia
6.0,Bauru,1.00,1,0,0,13,11,33,29,12,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,63,53,355590,Uru
15.0,São José do Rio Preto,5.00,1,6,1,20,7,18,5,14,3,7,4,2,0,2,1,2,0,6,1,8,1,8,1,98,25,355600,Urupês
15.0,São José do Rio Preto,11.00,0,20,1,31,2,28,1,11,0,4,0,3,1,9,0,10,0,8,0,11,0,19,2,165,7,355610,Valentim Gentil
7.0,Campinas,99.00,3,186,11,625,213,683,155,600,47,223,9,146,4,163,0,132,0,169,1,173,1,179,24,3378,468,355620,Valinhos
2.0,Araçatuba,43.00,3,35,0,126,20,184,24,108,16,45,10,16,2,13,2,6,2,11,2,10,1,8,0,605,82,355630,Valparaíso
7.0,Campinas,0.00,0,0,0,2,1,5,0,4,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,16,2,355635,Vargem
14.0,São João da Boa Vista,2.00,0,6,0,42,14,171,68,214,99,100,42,13,0,20,5,17,4,4,0,8,0,8,6,605,238,355640,Vargem Grande do Sul
1.0,São Paulo,3.00,0,14,1,13,2,12,2,8,0,0,0,2,0,4,0,2,0,7,0,2,0,6,0,73,5,355645,Vargem Grande Paulista
7.0,Campinas,49.00,11,82,21,174,71,279,124,226,76,91,27,40,4,36,7,31,8,45,6,48,12,46,19,1147,386,355650,Várzea Paulista
9.0,Marília,7.00,0,7,1,42,6,63,14,66,10,16,5,6,2,6,0,10,0,4,1,8,3,9,1,244,43,355660,Vera Cruz
7.0,Campinas,58.00,1,103,3,207,28,262,40,234,31,107,8,66,0,81,3,82,0,97,2,70,1,61,2,1428,119,355670,Vinhedo
5.0,Barretos,164.00,108,634,432,788,712,235,217,94,89,36,22,26,7,15,3,0,0,3,1,5,2,18,1,2018,1594,355680,Viradouro
5.0,Barretos,6.00,1,33,14,105,60,238,169,150,126,5,4,0,0,1,0,0,0,5,1,3,0,0,0,546,375,355690,Vista Alegre do Alto
15.0,São José do Rio Preto,0.00,0,1,0,2,0,11,1,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,22,1,355695,Vitória Brasil
16.0,Sorocaba,231.00,89,767,260,2202,921,2409,1080,1551,570,432,93,160,13,133,2,155,5,209,6,195,26,224,66,8668,3131,355700,Votorantim
15.0,São José do Rio Preto,383.00,59,512,149,865,225,587,171,443,99,221,49,141,22,165,20,174,21,258,60,329,91,363,140,4441,1106,355710,Votuporanga
15.0,São José do Rio Preto,4.00,0,7,0,4,0,2,0,3,0,3,0,1,0,0,0,1,1,1,0,1,0,2,0,29,1,355715,Zacarias
9.0,Marília,3.00,2,5,3,121,66,83,61,9,8,12,11,10,4,4,1,0,0,3,0,6,1,1,0,257,157,355720,Chavantes
14.0,São João da Boa Vista,17.00,5,72,42,214,84,144,74,96,34,11,5,9,1,3,1,7,2,11,4,8,0,1,0,593,252,355730,Estiva Gerbi
,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
