DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
9,Marília,2,2,1,0,0,0,41,22,73,42,31,6,4,2,0,0,0,0,0,3,2,5,3,161,79,352580,Júlio Mesquita
16,Sorocaba,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,352585,Jumirim
7,Campinas,126,4,96,8,312,48,875,199,920,152,476,23,239,4,3,133,2,183,8,115,3,130,3,3770,457,352590,Jundiaí
11,Presidente Prudente,32,10,96,69,478,415,800,685,218,211,35,33,25,6,1,4,0,7,0,18,3,14,6,1734,1439,352600,Junqueirópolis
12,Registro,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,0,352610,Juquiá
1,São Paulo,1,0,0,0,34,32,105,101,44,38,14,12,0,0,0,0,0,0,0,1,1,0,0,200,184,352620,Juquitiba
17,Taubaté,0,0,1,0,1,0,12,10,8,7,3,1,0,0,0,0,0,0,0,1,0,1,0,27,18,352630,Lagoinha
6,Bauru,6,0,0,0,3,3,13,7,39,23,12,8,6,4,0,8,4,2,1,7,5,32,17,128,72,352640,Laranjal Paulista
2,Araçatuba,2,0,1,0,18,4,51,28,87,46,28,8,19,10,7,6,4,16,1,7,0,11,2,261,110,352650,Lavínia
17,Taubaté,1,0,0,0,0,0,0,0,4,2,0,0,2,1,0,2,0,7,0,8,0,1,1,25,4,352660,Lavrinhas
10,Piracicaba,15,1,10,1,18,2,42,19,83,41,40,10,19,3,4,8,1,14,1,9,1,9,2,281,86,352670,Leme
6,Bauru,4,0,2,0,20,8,90,38,164,66,70,8,60,6,2,14,0,7,0,21,1,18,1,498,130,352680,Lençóis Paulista
10,Piracicaba,148,1,82,10,287,78,898,259,912,184,561,48,237,12,6,180,3,177,4,175,3,129,3,4007,611,352690,Limeira
7,Campinas,1,0,3,3,31,20,129,62,154,47,54,10,27,2,0,9,0,5,0,7,0,9,0,440,144,352700,Lindóia
6,Bauru,58,33,103,69,396,316,881,660,738,451,147,67,137,30,23,60,21,44,2,52,8,104,39,2784,1719,352710,Lins
17,Taubaté,15,1,7,2,14,2,14,4,47,7,17,1,12,2,0,11,1,13,0,17,0,8,0,184,20,352720,Lorena
2,Araçatuba,87,40,46,22,32,8,9,5,5,2,7,3,12,5,1,5,0,14,2,16,2,12,0,261,90,352725,Lourdes
7,Campinas,7,0,17,0,22,9,92,38,100,45,58,11,32,2,0,18,0,15,0,17,2,15,1,405,108,352730,Louveira
9,Marília,1,0,1,1,34,15,119,53,116,67,48,30,30,17,7,5,1,10,8,11,3,12,10,399,212,352740,Lucélia
6,Bauru,0,0,0,0,7,4,28,26,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46,352750,Lucianópolis
13,Riberão Preto,4,0,22,9,221,179,305,295,130,117,30,27,28,2,1,9,0,7,0,4,1,2,0,767,631,352760,Luís Antônio
2,Araçatuba,13,9,111,72,195,188,58,54,9,8,1,0,2,2,0,0,0,1,1,1,0,0,0,391,334,352770,Luiziânia
9,Marília,1,0,0,0,3,1,15,8,11,5,3,1,4,2,0,1,0,2,0,7,5,22,17,69,39,352780,Lupércio
9,Marília,4,1,3,0,65,38,175,98,156,99,14,12,3,3,1,1,0,0,0,4,1,2,0,429,253,352790,Lutécia
6,Bauru,0,0,1,0,5,1,19,17,39,32,16,13,1,1,0,2,0,2,0,0,0,1,1,89,65,352800,Macatuba
15,São José do Rio Preto,11,6,11,6,30,14,55,30,55,20,12,2,1,0,0,0,0,4,0,0,0,4,0,185,78,352810,Macaubal
15,São José do Rio Preto,2,1,4,2,9,3,19,13,18,12,4,2,5,3,3,27,14,17,9,6,3,9,8,126,73,352820,Macedônia
15,São José do Rio Preto,25,5,75,27,66,15,78,36,42,24,5,3,1,1,0,0,0,0,0,0,0,0,0,292,111,352830,Magda
16,Sorocaba,7,0,4,0,6,1,21,2,13,2,5,0,4,0,0,2,0,4,0,5,1,5,1,79,7,352840,Mairinque
1,São Paulo,33,0,14,0,17,0,79,14,90,7,71,5,31,0,3,37,0,29,0,32,0,20,0,486,29,352850,Mairiporã
6,Bauru,0,0,0,0,2,0,8,1,15,1,5,0,1,0,0,1,0,1,0,1,0,0,0,35,2,352860,Manduri
11,Presidente Prudente,2,0,0,0,35,16,263,152,185,96,30,9,11,2,0,0,0,2,0,0,0,1,0,535,275,352870,Marabá Paulista
9,Marília,7,2,3,1,5,1,18,4,20,5,4,0,3,0,1,0,0,16,5,2,0,3,0,83,19,352880,Maracaí
15,São José do Rio Preto,3,0,4,0,12,9,20,13,20,14,7,6,9,6,0,0,0,1,0,2,0,3,0,81,48,352885,Marapoama
9,Marília,3,0,2,0,8,2,71,38,81,58,36,17,22,9,8,2,1,7,1,12,3,12,2,280,139,352890,Mariápolis
9,Marília,126,15,100,22,280,115,817,378,864,308,325,80,227,47,24,146,14,145,17,115,9,157,13,3469,1042,352900,Marília
15,São José do Rio Preto,1,1,19,18,45,45,72,69,52,50,13,13,2,2,0,0,0,1,0,2,2,1,1,208,201,352910,Marinópolis
11,Presidente Prudente,13,2,34,26,353,334,858,725,465,345,91,45,22,11,1,8,1,9,0,16,0,16,2,1891,1492,352920,Martinópolis
3,Araraquara,18,3,14,8,223,134,1367,918,1815,1466,89,50,11,3,0,8,2,1,0,1,0,7,0,3557,2584,352930,Matão
1,São Paulo,14,2,22,0,48,12,86,14,97,21,48,1,24,0,3,29,5,53,2,35,0,29,1,511,61,352940,Mauá
15,São José do Rio Preto,16,3,34,15,178,115,320,196,167,98,64,22,24,8,1,3,0,9,0,7,3,5,0,839,461,352950,Mendonça
15,São José do Rio Preto,21,4,44,40,24,23,16,11,15,13,9,7,8,7,6,3,3,3,1,3,2,7,4,163,121,352960,Meridiano
15,São José do Rio Preto,8,7,32,24,20,10,26,12,9,6,0,0,1,0,0,0,0,1,0,0,0,2,0,100,59,352965,Mesópolis
8,Franca,1,1,0,0,0,0,2,0,2,1,2,0,1,0,1,0,0,0,0,0,0,2,2,11,5,352970,Miguelópolis
6,Bauru,0,0,2,0,3,0,45,24,56,27,27,7,4,2,0,3,2,3,0,2,0,4,0,149,62,352980,Mineiros do Tietê
12,Registro,2,0,5,0,8,0,3,0,0,0,13,1,6,2,10,2,0,8,1,5,0,2,0,64,14,352990,Miracatu
15,São José do Rio Preto,5,0,8,2,6,3,53,31,111,60,30,25,16,12,6,3,1,0,0,2,0,0,0,241,140,353000,Mira Estrela
2,Araçatuba,22,14,34,24,79,49,176,125,174,155,75,62,73,58,41,19,16,20,16,26,20,22,22,769,602,353010,Mirandópolis
11,Presidente Prudente,5,0,5,0,12,3,44,7,60,13,36,7,40,7,2,27,8,37,17,73,62,56,32,416,158,353020,Mirante do Paranapanema
15,São José do Rio Preto,90,26,108,59,508,362,764,514,439,280,189,66,84,30,4,43,2,64,12,47,4,54,3,2447,1362,353030,Mirassol
15,São José do Rio Preto,5,0,7,3,10,1,14,5,5,2,1,0,4,1,0,5,0,3,0,0,0,0,0,57,12,353040,Mirassolândia
14,São João da Boa Vista,2,1,1,1,8,3,20,6,30,4,21,3,24,5,0,13,0,3,1,7,0,5,0,143,24,353050,Mococa
1,São Paulo,15,0,9,1,25,2,86,15,118,36,67,2,50,1,0,26,0,24,0,16,0,19,0,476,57,353060,Moji das Cruzes
14,São João da Boa Vista,202,23,236,66,621,343,1142,894,753,586,373,166,75,52,16,32,3,68,0,33,4,152,4,3709,2157,353070,Moji-Guaçu
14,São João da Boa Vista,96,4,53,7,101,16,237,37,452,48,262,16,176,10,3,87,4,87,0,80,3,75,0,1807,148,353080,Moji-Mirim
10,Piracicaba,0,0,0,0,0,0,3,1,5,1,2,0,2,0,0,1,0,0,0,2,0,1,0,18,2,353090,Mombuca
15,São José do Rio Preto,15,12,66,56,118,112,66,62,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,272,249,353100,Monções
4,Baixada Santista,2,0,1,0,0,0,6,2,8,3,7,0,9,4,3,2,0,9,2,4,1,1,0,54,15,353110,Mongaguá
7,Campinas,0,0,1,0,2,0,6,1,7,1,8,0,0,0,0,1,0,0,0,3,0,2,0,32,2,353120,Monte Alegre do Sul
13,Riberão Preto,4,3,18,13,150,140,708,689,572,551,112,109,22,11,10,1,0,3,0,10,2,0,0,1613,1528,353130,Monte Alto
15,São José do Rio Preto,28,7,84,36,469,210,488,211,291,176,34,10,14,5,0,5,0,16,3,9,0,12,4,1459,662,353140,Monte Aprazível
5,Barretos,3,2,12,10,74,59,206,47,112,8,18,1,1,0,0,1,1,0,0,0,0,0,0,428,128,353150,Monte Azul Paulista
11,Presidente Prudente,45,22,121,63,181,135,70,61,21,20,20,20,9,9,13,7,6,14,14,58,44,68,53,628,460,353160,Monte Castelo
17,Taubaté,1,0,0,0,0,0,4,0,3,0,1,1,3,1,0,0,0,2,0,0,0,0,0,15,2,353170,Monteiro Lobato
7,Campinas,5,1,3,1,17,5,48,26,56,27,26,4,30,2,2,18,1,6,0,11,0,6,0,246,69,353180,Monte Mor
8,Franca,20,5,18,6,278,145,485,257,399,382,124,118,46,12,3,17,0,22,3,30,5,21,0,1479,936,353190,Morro Agudo
7,Campinas,0,0,3,1,3,1,3,0,4,0,3,0,1,0,0,5,0,3,0,6,0,5,0,36,2,353200,Morungaba
3,Araraquara,1,1,11,11,192,132,171,150,54,51,8,6,1,0,0,0,0,0,0,0,0,0,0,438,351,353205,Motuca
2,Araçatuba,5,1,7,4,69,60,125,117,46,46,9,7,5,4,3,0,0,0,0,3,1,3,1,276,244,353210,Murutinga do Sul
11,Presidente Prudente,1,0,1,0,0,0,8,4,8,2,3,1,1,0,0,1,0,1,0,3,0,10,0,38,7,353215,Nantes
11,Presidente Prudente,5,2,2,0,17,2,71,35,126,29,40,4,26,4,0,8,1,8,0,7,0,4,1,325,78,353220,Narandiba
17,Taubaté,0,0,0,0,2,0,3,0,6,0,4,0,2,0,0,1,0,3,0,2,0,2,0,27,0,353230,Natividade da Serra
7,Campinas,0,0,1,1,0,0,4,2,8,2,2,0,2,0,0,1,0,3,0,3,1,0,0,25,6,353240,Nazaré Paulista
15,São José do Rio Preto,13,5,8,1,77,63,280,277,75,68,20,18,8,3,1,1,0,5,0,4,0,1,1,496,437,353250,Neves Paulista
15,São José do Rio Preto,29,23,206,195,279,276,92,88,30,28,7,7,1,1,1,0,0,3,1,4,1,2,1,655,622,353260,Nhandeara
15,São José do Rio Preto,12,5,10,6,96,77,138,107,79,70,7,7,3,1,1,1,1,1,0,0,0,2,1,350,276,353270,Nipoã
15,São José do Rio Preto,33,29,48,26,246,219,350,152,279,142,69,66,27,24,6,3,0,2,0,1,0,3,0,1071,664,353280,Nova Aliança
16,Sorocaba,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,353282,Nova Campina
15,São José do Rio Preto,5,2,24,17,1,1,23,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,353284,Nova Canaã Paulista
2,Araçatuba,84,64,63,12,48,17,27,14,11,2,8,0,4,0,0,0,0,0,0,0,0,0,0,245,109,353286,Nova Castilho
3,Araraquara,17,2,3,1,113,53,308,140,461,240,139,74,40,20,4,8,1,11,1,20,3,14,4,1149,543,353290,Nova Europa
15,São José do Rio Preto,163,96,466,336,632,419,291,178,106,60,16,4,12,5,1,7,0,12,2,9,0,6,1,1726,1102,353300,Nova Granada
11,Presidente Prudente,62,35,16,10,2,1,8,7,2,1,10,3,6,6,3,3,3,5,3,4,2,16,14,141,88,353310,Nova Guataporanga
2,Araçatuba,13,3,73,53,322,239,328,255,112,81,15,9,10,4,0,1,0,5,0,2,1,8,3,893,648,353320,Nova Independência
15,São José do Rio Preto,2,0,1,0,26,14,61,31,21,8,1,0,2,0,0,0,0,2,0,1,0,1,0,118,53,353325,Novais
2,Araçatuba,63,48,105,92,76,73,13,10,74,73,5,5,4,4,0,1,0,0,0,0,0,0,0,341,305,353330,Nova Luzitânia
7,Campinas,15,0,17,2,128,54,210,100,251,136,48,27,34,14,10,19,6,30,6,9,1,17,0,802,356,353340,Nova Odessa
15,São José do Rio Preto,45,32,176,134,667,512,935,858,525,513,112,80,25,18,12,2,0,1,0,6,2,11,3,2521,2164,353350,Novo Horizonte
8,Franca,3,1,8,4,7,0,26,0,60,4,19,0,8,0,0,10,1,6,0,5,0,7,0,162,10,353360,Nuporanga
9,Marília,1,0,2,0,0,0,8,5,7,1,4,0,4,1,0,4,0,1,0,0,0,0,0,33,7,353370,Ocauçu
9,Marília,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353380,Óleo
5,Barretos,115,23,238,135,923,632,972,700,321,116,236,31,163,14,10,83,2,59,1,91,0,64,1,3375,1665,353390,Olímpia
15,São José do Rio Preto,46,3,42,5,156,66,114,105,70,60,20,16,12,10,2,2,2,3,1,9,9,4,4,481,283,353400,Onda Verde
9,Marília,3,0,41,36,106,86,61,49,33,26,3,2,4,4,1,0,0,2,0,0,0,0,0,254,204,353410,Oriente
15,São José do Rio Preto,30,7,91,52,639,412,412,265,139,105,28,13,9,6,4,14,0,1,1,11,1,1,0,1392,866,353420,Orindiúva
8,Franca,1,0,4,3,44,37,116,109,140,131,57,54,42,38,24,32,23,23,19,46,41,173,106,706,585,353430,Orlândia
1,São Paulo,38,3,31,8,89,45,264,138,285,113,125,37,54,15,18,27,14,39,16,24,13,26,11,1038,431,353440,Osasco
9,Marília,1,0,5,3,32,26,132,95,55,43,14,9,2,1,0,2,0,0,0,1,0,1,1,246,178,353450,Oscar Bressane
9,Marília,3,1,11,2,30,17,154,115,395,296,173,112,153,103,54,48,23,53,31,91,55,120,85,1316,894,353460,Osvaldo Cruz
9,Marília,32,4,46,16,315,204,818,545,1004,632,331,136,150,43,13,62,6,41,3,23,3,43,6,2955,1611,353470,Ourinhos
15,São José do Rio Preto,3,1,4,2,25,4,64,22,143,11,36,2,13,0,0,9,2,8,0,1,0,3,0,329,44,353475,Ouroeste
11,Presidente Prudente,8,1,13,4,55,26,218,112,433,244,142,52,62,32,17,11,3,15,1,8,3,26,15,1035,510,353480,Ouro Verde
9,Marília,7,3,6,4,27,21,162,139,197,152,69,42,29,14,2,6,5,14,9,17,10,73,31,611,432,353490,Pacaembu
15,São José do Rio Preto,470,325,359,267,279,204,180,121,97,53,13,2,17,6,2,17,4,16,0,11,1,21,1,1486,986,353500,Palestina
15,São José do Rio Preto,18,3,15,9,59,40,141,85,135,93,67,29,24,11,1,4,0,11,0,15,0,8,0,512,271,353510,Palmares Paulista
15,São José do Rio Preto,25,14,99,83,259,234,396,372,204,189,19,19,7,4,3,4,2,1,1,2,0,13,9,1033,930,353520,Palmeira d'Oeste
9,Marília,7,0,9,0,15,2,24,6,34,10,10,5,10,2,0,7,3,2,0,4,0,5,0,137,28,353530,Palmital
11,Presidente Prudente,5,0,3,2,21,11,49,24,62,31,30,24,33,18,15,6,0,2,1,9,8,28,28,274,162,353540,Panorama
9,Marília,314,202,426,367,750,706,554,518,368,356,99,90,68,54,15,30,5,57,4,61,8,64,3,2823,2328,353550,Paraguaçu Paulista
17,Taubaté,2,0,1,0,3,0,13,7,27,4,7,0,4,0,0,4,0,4,0,8,0,4,0,79,11,353560,Paraibuna
15,São José do Rio Preto,4,1,1,0,21,6,53,16,72,32,48,15,26,9,2,1,1,6,0,18,0,18,3,280,85,353570,Paraíso
6,Bauru,0,0,0,0,1,0,1,0,8,0,1,1,1,0,0,0,0,0,0,0,0,4,1,17,2,353580,Paranapanema
15,São José do Rio Preto,42,32,98,70,290,186,134,106,45,35,7,4,4,3,0,1,0,6,0,2,0,0,0,631,436,353590,Paranapuã
9,Marília,6,1,1,0,16,8,33,22,65,35,69,36,32,23,3,5,0,4,3,13,3,30,13,284,147,353600,Parapuã
6,Bauru,0,0,0,0,5,2,4,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,3,353610,Pardinho
12,Registro,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,5,3,353620,Pariquera-Açu
15,São José do Rio Preto,64,39,23,19,29,8,31,12,9,1,6,1,5,0,0,4,0,4,0,1,0,1,0,179,80,353625,Parisi
8,Franca,0,0,29,26,408,160,955,48,456,17,76,0,11,0,0,0,0,0,0,0,0,1,0,1939,251,353630,Patrocínio Paulista
11,Presidente Prudente,24,18,12,6,72,54,152,127,144,130,80,70,44,39,37,24,20,12,9,68,60,150,100,822,670,353640,Paulicéia
7,Campinas,81,26,275,181,1446,1132,2726,2317,1500,1247,280,198,182,113,19,86,17,89,8,62,7,92,6,6885,5271,353650,Paulínia
6,Bauru,0,0,1,1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,353657,Paulistânia
15,São José do Rio Preto,32,10,45,20,136,72,228,141,84,56,37,13,12,4,1,3,0,2,0,2,1,11,4,598,322,353660,Paulo de Faria
6,Bauru,11,0,4,0,9,1,23,8,55,22,15,2,15,6,2,10,1,6,0,9,3,9,4,178,49,353670,Pederneiras
7,Campinas,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,353680,Pedra Bela
15,São José do Rio Preto,23,8,41,26,55,28,14,8,10,3,7,0,2,0,0,7,1,4,0,6,0,1,0,176,74,353690,Pedranópolis
8,Franca,4,3,6,4,49,33,48,32,73,54,10,9,2,1,0,0,0,0,0,0,0,1,0,193,136,353700,Pedregulho
7,Campinas,13,3,3,2,47,31,177,123,197,104,78,29,34,10,4,8,1,8,1,4,1,2,0,581,309,353710,Pedreira
9,Marília,3,0,1,0,2,2,21,2,9,0,1,0,0,0,0,1,0,0,0,2,0,1,0,41,4,353715,Pedrinhas Paulista
12,Registro,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,353720,Pedro de Toledo
2,Araçatuba,56,41,241,212,1203,1126,1155,1099,674,635,84,78,32,16,3,6,2,4,0,7,1,4,2,3473,3215,353730,Penápolis
2,Araçatuba,40,2,41,25,71,61,71,60,54,48,28,23,11,1,1,2,0,8,0,10,1,13,1,353,223,353740,Pereira Barreto
6,Bauru,0,0,0,0,1,1,10,8,15,14,1,0,1,0,0,0,0,0,0,0,0,0,0,28,23,353750,Pereiras
4,Baixada Santista,43,0,44,0,58,2,84,8,171,17,28,5,18,1,0,45,1,85,1,76,1,71,2,756,38,353760,Peruíbe
2,Araçatuba,0,0,8,2,86,83,307,304,312,310,59,59,14,7,3,1,1,1,0,1,0,3,0,795,769,353770,Piacatu
16,Sorocaba,2,0,3,0,8,5,10,0,14,1,5,0,12,0,0,3,0,5,0,1,0,5,0,70,6,353780,Piedade
16,Sorocaba,1,0,1,0,2,0,3,0,2,0,2,0,2,0,0,4,0,0,0,2,0,2,0,25,0,353790,Pilar do Sul
17,Taubaté,130,8,107,24,278,100,339,88,453,91,257,33,155,8,1,95,3,179,6,156,6,145,6,2388,374,353800,Pindamonhangaba
15,São José do Rio Preto,9,2,15,8,143,102,256,196,149,101,43,19,11,3,2,5,1,13,2,11,2,25,2,696,440,353810,Pindorama
7,Campinas,1,0,0,0,4,3,6,5,22,9,5,1,2,0,0,2,1,0,0,0,0,2,0,45,19,353820,Pinhalzinho
11,Presidente Prudente,0,0,2,0,7,1,37,18,75,31,15,2,7,3,0,1,0,5,2,5,3,1,1,157,61,353830,Piquerobi
17,Taubaté,4,0,0,0,2,0,24,0,33,6,5,0,2,0,0,1,0,10,0,5,0,1,0,88,6,353850,Piquete
7,Campinas,2,0,0,0,1,0,10,1,18,7,4,2,7,3,6,6,4,1,0,0,0,2,1,63,24,353860,Piracaia
10,Piracicaba,615,10,356,39,712,247,1462,561,1811,433,907,95,471,19,19,536,12,563,4,391,2,204,2,8544,1443,353870,Piracicaba
6,Bauru,2,0,1,0,1,0,19,6,42,8,8,2,4,0,0,5,1,2,0,3,0,1,0,92,17,353880,Piraju
6,Bauru,7,0,7,1,34,19,43,17,66,14,23,5,16,0,1,5,0,5,0,14,5,32,17,254,79,353890,Pirajuí
15,São José do Rio Preto,17,2,12,2,31,13,74,37,83,67,40,36,26,21,11,15,14,11,10,8,7,5,3,336,223,353900,Pirangi
1,São Paulo,0,0,0,0,0,0,6,0,4,0,6,0,3,1,0,0,0,4,0,0,0,1,0,25,1,353910,Pirapora do Bom Jesus
11,Presidente Prudente,21,2,13,0,79,40,267,140,331,170,121,55,63,17,12,32,3,36,9,60,7,56,11,1137,466,353920,Pirapozinho
10,Piracicaba,3,0,3,1,13,4,25,16,64,27,22,8,20,7,1,14,2,13,0,9,1,31,4,232,71,353930,Pirassununga
6,Bauru,4,0,2,0,20,8,56,20,63,32,15,3,12,6,1,6,0,1,0,4,1,3,0,200,71,353940,Piratininga
13,Riberão Preto,5,0,12,9,88,73,371,272,455,333,70,40,20,9,0,0,0,2,0,4,0,44,0,1074,736,353950,Pitangueiras
15,São José do Rio Preto,15,4,49,37,148,101,305,186,131,90,20,12,7,0,0,9,2,7,1,12,3,14,6,723,442,353960,Planalto
9,Marília,0,0,0,0,2,0,37,10,59,3,16,4,5,0,0,3,0,0,0,0,0,1,1,127,18,353970,Platina
1,São Paulo,7,0,6,1,12,5,40,14,55,19,26,1,13,3,2,12,0,12,0,9,0,8,0,210,45,353980,Poá
15,São José do Rio Preto,13,5,29,16,187,137,182,145,88,73,15,10,3,0,0,0,0,1,0,1,1,2,0,521,387,353990,Poloni
9,Marília,4,3,8,7,26,22,56,51,45,41,3,2,14,13,0,2,0,0,0,1,0,4,4,163,143,354000,Pompéia
6,Bauru,0,0,2,1,4,4,2,1,13,4,2,2,0,0,0,0,0,0,0,0,0,0,0,23,12,354010,Pongaí
13,Riberão Preto,8,1,4,1,116,44,336,136,210,82,80,18,31,9,0,9,0,7,0,29,3,43,5,889,299,354020,Pontal
15,São José do Rio Preto,10,1,21,13,53,29,116,94,112,82,25,5,28,3,0,0,0,1,0,0,0,1,1,374,228,354025,Pontalinda
15,São José do Rio Preto,53,16,68,20,66,18,54,12,38,8,14,1,18,1,0,0,0,13,2,9,1,1,0,340,79,354030,Pontes Gestal
15,São José do Rio Preto,5,5,55,50,112,106,29,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,181,354040,Populina
6,Bauru,0,0,0,0,0,0,5,1,10,2,1,0,1,0,0,4,0,1,0,1,0,0,0,23,3,354050,Porangaba
16,Sorocaba,104,44,69,27,157,72,819,517,1024,641,336,124,135,29,2,40,0,27,1,54,5,53,14,2862,1476,354060,Porto Feliz
3,Araraquara,11,0,13,4,31,10,96,11,175,25,70,18,48,5,10,56,0,30,1,34,1,27,1,643,86,354070,Porto Ferreira
17,Taubaté,16,0,5,0,7,0,17,2,33,10,13,4,8,0,0,9,2,22,6,25,7,32,11,192,42,354075,Potim
15,São José do Rio Preto,30,11,24,9,50,32,94,91,126,111,43,37,27,18,10,13,5,15,3,12,3,11,4,463,334,354080,Potirendaba
9,Marília,0,0,0,0,0,0,7,6,9,9,2,2,0,0,0,1,0,0,0,1,0,0,0,20,17,354085,Pracinha
13,Riberão Preto,1,0,1,0,17,5,52,26,78,49,17,9,13,4,1,10,1,9,0,4,2,6,3,215,100,354090,Pradópolis
4,Baixada Santista,22,1,12,2,20,2,36,4,77,12,37,4,26,1,2,29,0,28,0,28,2,26,0,364,30,354100,Praia Grande
6,Bauru,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,6,0,354105,Pratânia
6,Bauru,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,354110,Presidente Alves
11,Presidente Prudente,4,2,6,3,18,11,73,41,77,47,55,30,26,12,0,13,6,10,1,30,13,23,13,337,179,354120,Presidente Bernardes
11,Presidente Prudente,9,0,7,4,26,15,132,77,234,89,93,32,53,12,18,35,18,43,23,48,29,82,51,801,368,354130,Presidente Epitácio
11,Presidente Prudente,461,42,299,43,909,544,3497,2264,4243,2713,2527,1233,1379,314,68,481,20,764,28,908,81,1279,167,17513,7517,354140,Presidente Prudente
11,Presidente Prudente,3,1,45,37,306,266,409,386,173,155,23,14,31,16,3,9,2,16,5,10,3,12,7,1050,895,354150,Presidente Venceslau
6,Bauru,5,0,8,1,87,32,204,65,196,54,91,6,66,2,4,14,0,13,1,14,1,19,3,753,169,354160,Promissão
16,Sorocaba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,354165,Quadra
11,Presidente Prudente,19,0,12,9,112,87,401,320,213,159,46,27,30,8,2,4,0,1,0,3,2,2,0,858,614,354170,Quatá
9,Marília,1,1,4,1,127,96,339,304,152,121,49,26,36,13,3,0,0,6,1,0,0,0,0,720,566,354180,Queiroz
17,Taubaté,1,0,6,0,76,13,137,24,90,23,22,2,7,0,0,0,0,1,0,0,0,2,1,342,63,354190,Queluz
9,Marília,49,33,48,32,161,108,204,163,142,118,40,34,20,8,5,7,0,6,0,2,0,1,0,699,501,354200,Quintana
10,Piracicaba,6,0,0,0,13,10,31,18,27,16,7,0,4,0,0,0,0,1,0,1,0,0,0,91,44,354210,Rafard
11,Presidente Prudente,15,3,7,3,18,6,120,62,223,91,111,46,55,19,7,22,6,34,6,36,5,24,6,690,260,354220,Rancharia
17,Taubaté,0,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,1,0,2,0,2,0,16,0,354230,Redenção da Serra
11,Presidente Prudente,24,5,48,16,400,272,1052,590,803,99,209,10,74,21,4,22,1,29,4,52,10,37,7,2777,1039,354240,Regente Feijó
6,Bauru,3,0,10,5,17,11,62,30,58,31,10,3,4,1,4,6,0,4,0,2,0,2,1,190,86,354250,Reginópolis
12,Registro,1,0,0,0,2,0,1,1,2,1,2,1,1,0,0,0,0,1,1,0,0,2,2,13,6,354260,Registro
8,Franca,1,0,0,0,12,10,41,33,47,31,1,1,0,0,0,0,0,0,0,0,0,0,0,102,75,354270,Restinga
16,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,354280,Ribeira
3,Araraquara,7,3,12,8,71,43,242,166,366,246,136,65,43,9,3,10,4,6,0,2,0,0,0,904,547,354290,Ribeirão Bonito
16,Sorocaba,0,0,1,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,354300,Ribeirão Branco
8,Franca,0,0,3,0,16,0,44,2,35,4,8,0,0,0,0,1,0,0,0,0,0,1,0,110,6,354310,Ribeirão Corrente
9,Marília,0,0,0,0,2,0,19,5,29,4,7,1,2,0,0,1,1,0,0,0,0,0,0,61,11,354320,Ribeirão do Sul
11,Presidente Prudente,0,0,0,0,2,0,3,1,19,6,9,7,8,6,2,1,1,1,0,0,0,1,0,49,23,354323,Ribeirão dos Índios
16,Sorocaba,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,354325,Ribeirão Grande
1,São Paulo,6,0,2,0,6,0,24,2,44,2,25,0,14,0,0,12,0,29,0,23,0,15,0,210,4,354330,Ribeirão Pires
13,Riberão Preto,608,53,635,190,2127,1016,4357,2484,4180,2205,1942,853,1232,233,114,716,87,615,66,707,65,811,78,18757,7444,354340,Ribeirão Preto
