Distribuição dos casos  autóctones de dengue segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRS;;GVE;;RS;;MUNICÍPIO DE RESIDÊNCIA;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;353060 Moji das Cruzes;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;1;1;2;2;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;19
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;353070 Moji-Guaçu;1;2;1;1;3;5;3;11;17;26;22;37;50;58;50;45;67;65;64;58;36;23;25;12;8;7;2;3;0;2;1;0;0;0;0;0;2;0;1;2;0;0;1;0;2;0;1;1;1;0;1;1;718
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;353080 Moji-Mirim;0;1;0;2;1;0;1;2;2;2;6;5;5;2;6;6;7;8;8;1;1;4;0;3;0;0;0;0;2;1;1;1;0;0;1;2;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;87
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;353090 Mombuca;0;0;0;0;1;0;0;1;1;1;2;6;3;3;4;16;16;11;15;7;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353100 Monções;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;353110 Mongaguá;0;0;1;0;0;0;0;0;4;0;1;2;0;0;0;1;1;0;1;1;1;1;0;0;0;2;1;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;27
7;Campinas;XVII;CAMPINAS;35074;CIRCUITO DAS AGUAS;353120 Monte Alegre do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;353130 Monte Alto;7;1;1;2;5;10;7;14;14;16;16;14;34;53;41;62;46;33;60;50;26;26;16;12;10;4;3;0;2;1;0;2;0;1;0;0;1;1;1;3;1;3;2;0;5;2;10;3;2;2;3;2;630
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353140 Monte Aprazível;0;0;0;0;0;0;0;0;1;2;3;2;1;2;2;0;1;2;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;30
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;353150 Monte Azul Paulista;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;5;8;0;8;2;1;0;1;1;0;0;2;0;1;2;1;0;2;3;2;4;7;5;15;23;16;16;26;46;54;63;46;60;58;482
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353160 Monte Castelo;27;34;26;15;12;11;17;11;16;14;7;12;5;6;2;1;0;3;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;225
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353170 Monteiro Lobato;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353180 Monte Mor;2;0;0;0;0;0;1;1;6;3;7;11;20;18;19;25;25;17;12;17;8;9;4;1;6;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;217
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353190 Morro Agudo;0;1;2;2;2;4;4;5;13;18;12;9;3;7;18;22;23;9;7;30;25;18;5;4;3;0;2;0;0;0;0;1;0;0;2;0;0;1;0;0;1;3;2;2;2;0;2;0;1;1;2;1;269
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353200 Morungaba;0;0;1;0;0;0;0;0;0;1;2;1;0;5;5;3;4;2;2;5;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;41
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;353205 Motuca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353210 Murutinga do Sul;0;3;3;3;8;5;2;3;2;6;6;2;8;8;9;6;1;3;2;5;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;353215 Nantes;0;0;0;3;1;2;1;0;1;4;3;6;13;26;33;36;15;11;16;16;7;3;8;8;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;353220 Narandiba;1;2;2;1;10;11;21;26;32;61;81;104;102;148;160;74;63;48;21;14;7;4;3;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1003
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;353230 Natividade da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353240 Nazaré Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353250 Neves Paulista;0;0;0;0;0;0;1;0;0;0;0;1;1;2;3;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353260 Nhandeara;0;1;2;2;3;4;3;1;16;12;20;21;12;11;16;3;6;0;7;4;1;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353270 Nipoã;0;0;0;0;0;1;0;1;1;2;1;5;2;3;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353280 Nova Aliança;0;0;0;0;1;0;0;0;3;1;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;16
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;353282 Nova Campina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;353284 Nova Canaã Paulista;0;0;0;0;0;0;0;0;1;0;0;4;2;2;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;23
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;353286 Nova Castilho;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;353290 Nova Europa;5;2;0;1;5;2;3;8;20;22;47;57;47;68;69;40;46;38;21;17;11;9;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353300 Nova Granada;0;0;0;0;0;0;0;0;1;2;0;1;0;2;0;2;2;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;2;0;1;1;24
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353310 Nova Guataporanga;8;7;8;8;6;2;0;7;5;8;2;5;5;7;4;3;0;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353320 Nova Independência;2;0;1;4;4;2;3;2;3;5;1;13;24;11;5;5;5;4;6;10;6;2;4;0;0;3;1;2;1;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;135
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353325 Novais;0;0;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;353330 Nova Luzitânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353340 Nova Odessa;0;2;1;3;0;1;3;5;8;10;18;19;21;38;40;31;34;31;28;33;18;6;15;9;7;2;3;9;3;3;1;1;3;1;2;2;1;9;0;2;1;0;1;2;1;2;1;1;3;2;4;1;442
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353350 Novo Horizonte;1;0;0;0;1;1;2;5;6;7;4;7;10;14;10;5;5;13;6;5;2;3;5;3;2;1;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;2;3;0;0;134
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353360 Nuporanga;0;0;0;0;0;0;1;0;0;0;3;14;48;39;95;67;50;25;27;43;35;6;7;14;3;5;3;3;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;495
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353370 Ocauçu;0;0;0;0;6;9;19;16;32;46;78;89;59;56;89;84;49;30;28;19;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;721
9;Marília;XIII;ASSIS;35094;OURINHOS;353380 Óleo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;353390 Olímpia;0;0;0;1;3;1;4;2;8;10;11;13;13;17;17;30;30;36;30;29;4;9;5;7;3;2;5;3;0;0;1;1;1;0;1;0;0;0;1;0;2;0;2;0;3;2;9;19;9;15;17;11;387
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353400 Onda Verde;4;0;1;1;0;3;5;5;6;6;2;7;8;5;11;4;5;5;2;2;3;3;4;0;0;1;0;1;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;103
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353410 Oriente;0;0;0;1;0;1;2;3;5;1;3;4;0;1;1;0;4;2;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;34
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353420 Orindiúva;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;1;15
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353430 Orlândia;56;52;98;94;106;108;113;169;133;175;116;148;108;69;76;56;37;29;31;12;13;4;7;8;1;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1829
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;353440 Osasco;8;2;13;9;9;19;16;15;31;45;42;59;77;96;91;102;81;88;74;46;26;26;13;20;15;14;3;7;3;1;6;5;6;6;1;7;4;4;5;6;5;6;4;8;4;3;7;9;6;10;6;3;1172
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353450 Oscar Bressane;0;0;0;0;0;6;3;3;10;17;20;14;24;22;22;24;12;4;4;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;197
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;353460 Osvaldo Cruz;51;69;85;140;171;238;226;263;300;422;386;380;364;209;183;131;89;100;58;29;17;13;7;2;0;3;1;2;3;0;1;4;3;0;3;1;4;3;7;7;7;6;7;8;5;5;3;5;4;5;3;2;4035
9;Marília;XIII;ASSIS;35094;OURINHOS;353470 Ourinhos;4;0;1;3;5;5;16;20;24;44;53;92;122;131;161;194;126;155;154;120;77;70;47;46;29;14;7;5;6;3;2;5;1;3;4;3;5;0;0;1;0;1;0;0;1;1;0;2;1;2;2;6;1774
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353475 Ouroeste;0;1;1;1;0;1;0;3;2;3;4;1;3;7;3;15;8;13;24;23;8;6;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;135
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353480 Ouro Verde;7;15;39;39;42;65;82;87;126;131;158;113;136;70;56;30;18;13;3;7;4;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1251
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;353490 Pacaembu;22;37;56;73;103;110;56;79;78;75;30;41;42;29;28;21;21;22;17;10;2;4;1;1;2;0;1;0;3;4;5;0;1;0;5;6;0;3;2;0;1;1;2;0;0;2;2;1;0;0;0;0;999
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353500 Palestina;0;1;0;0;0;0;1;1;3;0;0;0;1;2;2;3;1;0;2;2;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;1;1;0;32
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353510 Palmares Paulista;0;0;0;1;0;1;0;1;2;2;1;15;4;8;29;10;20;19;23;12;8;8;11;6;6;5;2;1;2;2;0;1;1;0;1;5;4;5;8;8;4;6;8;13;17;25;23;31;41;33;43;28;504
15;São José do Rio Preto;XXX;JALES;35153;JALES;353520 Palmeira d'Oeste;0;4;3;3;4;1;0;3;0;0;3;1;0;1;3;3;6;3;1;6;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;3;1;1;1;0;0;59
9;Marília;XIII;ASSIS;35092;ASSIS;353530 Palmital;0;1;3;1;7;3;4;5;7;7;16;26;65;71;118;115;87;74;76;92;38;30;18;17;4;10;6;1;2;0;0;0;1;0;1;0;1;2;0;1;0;0;1;1;0;0;1;0;0;1;0;0;914
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353540 Panorama;27;20;26;60;88;146;96;106;179;248;189;177;156;159;124;93;41;48;30;16;11;8;6;1;1;1;1;1;0;1;0;2;1;0;0;1;1;0;3;1;0;0;1;0;1;0;1;0;0;0;0;0;2072
9;Marília;XIII;ASSIS;35092;ASSIS;353550 Paraguaçu Paulista;0;0;5;0;1;2;6;5;3;5;13;10;13;11;20;22;29;24;21;30;19;11;10;9;1;3;4;3;2;1;1;2;0;0;1;0;1;1;1;2;2;2;3;3;1;0;2;1;3;2;1;0;312
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353560 Paraibuna;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353570 Paraíso;2;1;0;1;1;1;1;5;6;6;23;16;21;34;18;30;23;28;18;11;5;11;8;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;2;4;3;285
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;353580 Paranapanema;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
15;São José do Rio Preto;XXX;JALES;35153;JALES;353590 Paranapuã;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;0;1;2;1;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;19
9;Marília;XIX;MARÍLIA;35095;TUPÃ;353600 Parapuã;5;10;10;9;24;28;39;45;51;80;70;94;73;74;56;36;23;35;29;11;3;8;3;2;0;0;0;0;0;1;2;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;828
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;353610 Pardinho;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;353620 Pariquera-Açu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353625 Parisi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;353630 Patrocínio Paulista;0;0;0;5;6;1;1;0;0;1;0;7;1;2;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;34
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353640 Paulicéia;62;58;88;86;93;117;88;65;75;77;76;60;77;57;60;34;18;32;31;28;13;5;4;0;0;1;0;1;0;0;1;0;0;0;2;2;0;0;1;1;1;1;0;1;0;0;0;2;1;2;1;0;1322
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353650 Paulínia;1;2;2;7;9;6;8;21;46;45;44;50;57;59;43;37;40;24;24;20;11;10;8;6;3;3;1;3;2;1;2;4;2;2;1;1;5;2;9;7;14;5;3;6;4;5;4;9;9;10;11;9;717
6;Bauru;XV;BAURU;35062;BAURU;353657 Paulistânia;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353660 Paulo de Faria;1;1;5;3;10;9;7;15;9;14;8;7;10;7;10;15;11;14;8;7;6;6;3;0;1;0;0;0;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;194
6;Bauru;XV;BAURU;35062;BAURU;353670 Pederneiras;0;1;0;1;2;1;4;1;6;9;15;20;28;27;34;46;38;42;43;39;16;19;8;15;8;1;0;4;1;2;4;4;2;1;2;3;0;2;5;0;1;1;1;6;8;13;25;37;41;51;66;19;723
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353680 Pedra Bela;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353690 Pedranópolis;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;353700 Pedregulho;0;0;0;0;0;0;1;1;0;1;1;2;0;0;1;1;1;1;4;1;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;2;1;1;3;5;36
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353710 Pedreira;2;0;2;2;2;2;1;1;0;1;1;1;2;0;3;5;5;2;6;4;3;0;0;2;0;1;1;0;0;1;0;0;1;0;0;2;0;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;59
9;Marília;XIII;ASSIS;35092;ASSIS;353715 Pedrinhas Paulista;0;0;0;0;0;0;0;0;1;0;1;10;10;10;12;13;11;8;13;11;3;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;353720 Pedro de Toledo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;353730 Penápolis;0;1;0;1;0;1;0;0;0;0;1;4;1;2;3;0;1;6;0;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;31
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353740 Pereira Barreto;0;1;0;1;3;0;0;1;1;2;1;0;2;1;0;3;1;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;353750 Pereiras;0;0;0;0;1;1;0;0;0;0;2;1;1;3;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;353760 Peruíbe;1;1;0;1;0;1;0;1;1;0;0;4;3;3;3;3;19;8;7;9;8;4;5;1;1;0;1;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;94
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;353770 Piacatu;0;0;0;0;0;0;0;2;4;0;3;9;10;9;21;20;14;9;19;11;0;7;2;3;1;3;3;1;2;3;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;2;1;0;0;0;0;165
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;353780 Piedade;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;353790 Pilar do Sul;0;0;0;0;1;0;0;0;0;0;0;0;0;1;6;0;3;2;4;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;353800 Pindamonhangaba;5;5;2;2;5;16;19;22;23;50;62;72;117;107;108;87;93;108;127;91;79;85;47;31;27;18;12;5;11;3;3;2;3;9;2;3;11;5;5;8;8;9;28;25;34;37;43;62;82;126;239;239;2422
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353810 Pindorama;0;0;0;0;0;1;2;0;3;1;2;2;3;3;6;5;2;2;2;6;0;1;1;1;2;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;3;1;2;1;1;60
