Distribuição dos casos  autóctones de dengue segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRS;;GVE;;RS;;MUNICÍPIO DE RESIDÊNCIA;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
1;São Paulo;X;OSASCO;35013;MANANCIAIS;351500 Embu;0;0;0;1;0;0;1;0;3;0;2;6;3;1;2;1;3;3;1;3;0;0;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;37
1;São Paulo;X;OSASCO;35013;MANANCIAIS;351510 Embu-Guaçu;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;351512 Emilianópolis;1;0;1;2;4;8;24;6;27;34;46;58;58;47;54;18;13;17;9;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432
10;Piracicaba;XX;PIRACICABA;35102;LIMEIRA;351515 Engenheiro Coelho;4;2;0;0;0;0;0;2;2;1;3;1;3;3;2;3;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;31
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;351518 Espírito Santo do Pinhal;0;2;1;2;2;0;1;0;0;1;2;1;5;0;7;3;3;1;1;3;1;1;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;2;1;0;0;0;0;1;0;1;51
9;Marília;XIII;ASSIS;35094;OURINHOS;351519 Espírito Santo do Turvo;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;351520 Estrela d'Oeste;1;0;1;0;0;1;2;2;1;2;1;4;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;351530 Estrela do Norte;1;0;3;2;2;9;21;19;34;60;80;49;94;54;55;34;18;10;4;6;3;3;2;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;570
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;351535 Euclides da Cunha Paulista;1;7;12;8;11;4;12;9;24;30;30;52;54;33;17;5;14;6;1;1;7;10;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;351540 Fartura;0;0;0;1;0;0;0;0;0;0;0;0;2;6;11;7;6;6;4;5;3;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;351550 Fernandópolis;0;1;0;4;5;5;3;2;4;6;7;12;6;10;8;16;12;14;12;8;6;4;4;6;4;3;1;0;3;2;1;2;3;0;0;2;0;1;0;0;0;2;0;0;0;1;1;2;0;0;0;0;183
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;351560 Fernando Prestes;3;3;4;20;31;38;37;34;36;26;40;37;28;33;23;10;31;14;13;9;1;1;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;480
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351565 Fernão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;351570 Ferraz de Vasconcelos;0;0;0;2;3;0;2;0;3;0;0;0;2;5;1;1;3;4;10;4;3;2;1;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;4;1;1;2;0;62
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;351580 Flora Rica;0;0;0;2;1;2;3;6;6;21;18;42;16;60;53;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;351590 Floreal;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;351600 Flórida Paulista;4;4;6;8;14;22;18;27;48;41;53;63;56;45;54;32;33;33;12;9;5;2;2;2;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;599
9;Marília;XIII;ASSIS;35092;ASSIS;351610 Florínia;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;2;1;3;0;2;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;24
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;351620 Franca;24;12;12;31;25;30;34;54;64;84;94;163;98;61;105;126;75;60;58;66;57;24;17;21;13;15;14;19;4;7;12;8;7;7;5;4;10;7;12;19;12;6;13;9;8;5;9;15;14;28;32;28;1737
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;351630 Francisco Morato;0;0;0;1;0;0;2;2;5;4;10;10;7;11;8;6;5;0;1;9;5;2;3;1;2;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;2;1;0;0;0;104
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;351640 Franco da Rocha;1;0;1;3;7;6;2;7;11;6;5;19;24;48;46;51;52;46;33;16;7;6;8;3;3;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;2;4;4;6;439
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;351650 Gabriel Monteiro;0;0;0;0;0;0;0;0;0;0;0;2;5;0;6;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351660 Gália;0;0;0;0;0;0;0;0;1;0;0;7;7;10;7;10;10;6;4;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351670 Garça;1;0;1;0;4;4;9;5;7;3;8;14;16;14;25;13;11;21;20;22;9;12;4;3;0;3;2;0;0;1;0;1;1;0;1;0;1;1;3;4;1;1;2;2;6;1;1;4;1;4;4;2;273
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;351680 Gastão Vidigal;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;351685 Gavião Peixoto;0;0;0;0;3;0;0;0;2;6;7;2;1;4;7;10;4;2;12;21;6;6;4;5;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;118
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;351690 General Salgado;1;0;0;1;0;0;1;0;1;0;2;1;0;0;0;1;0;2;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;18
6;Bauru;XV;BAURU;35065;LINS;351700 Getulina;0;0;0;1;0;0;0;0;1;3;1;1;2;2;1;3;3;4;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;5;5;15;15;17;24;18;3;135
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;351710 Glicério;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6;Bauru;XV;BAURU;35065;LINS;351720 Guaiçara;6;4;5;6;1;4;5;7;7;4;14;13;12;15;34;29;22;20;28;23;18;14;11;7;6;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;326
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351730 Guaimbê;0;0;0;1;1;8;5;4;15;6;11;18;10;9;4;7;1;1;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;351740 Guaíra;0;0;2;1;2;3;5;11;7;12;21;50;57;88;77;80;79;69;60;57;46;38;20;37;6;9;10;8;3;4;4;8;13;7;11;7;8;6;6;8;7;4;5;4;6;5;11;5;0;7;7;6;1007
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;351750 Guapiaçu;1;0;3;1;2;3;4;6;13;10;8;9;22;12;18;7;12;19;17;2;5;5;3;4;3;2;3;2;0;2;1;0;0;1;0;0;1;1;0;0;2;2;0;2;0;2;2;0;2;1;2;2;219
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;351760 Guapiara;0;0;0;0;0;0;0;0;0;0;1;0;0;10;10;6;11;4;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;51
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;351770 Guará;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;2;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;15
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;351780 Guaraçaí;0;0;1;0;0;0;1;2;1;3;3;8;3;12;9;11;4;4;9;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;79
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;351790 Guaraci;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;11;5;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;351800 Guarani d'Oeste;0;0;0;0;0;2;7;1;0;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351810 Guarantã;0;0;0;1;0;1;0;1;2;2;2;0;0;4;2;6;1;7;3;4;1;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;46
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;351820 Guararapes;0;2;2;1;3;5;2;12;14;13;47;40;27;89;133;105;72;79;74;77;32;27;21;14;5;3;10;7;4;4;2;3;0;3;1;2;0;3;1;0;1;1;1;0;2;2;1;4;4;1;1;1;958
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;351830 Guararema;0;0;0;0;1;0;1;0;1;2;1;0;1;1;0;0;0;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;4;1;25
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;351840 Guaratinguetá;2;0;1;0;0;7;3;4;9;7;8;15;15;13;26;24;29;30;43;25;18;12;10;9;8;1;4;2;1;3;3;3;4;2;1;1;2;2;5;3;3;5;6;1;8;6;13;8;19;22;14;15;475
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;351850 Guareí;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;3;4;3;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;351860 Guariba;0;1;0;0;1;1;2;2;2;1;10;19;7;20;9;24;18;15;8;16;12;6;6;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;186
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;351870 Guarujá;3;1;5;3;3;13;16;14;14;34;47;64;65;65;79;86;50;78;100;58;35;54;58;33;18;26;19;15;7;12;18;8;9;7;12;7;7;7;3;5;9;6;6;9;8;11;17;15;16;18;8;4;1285
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;351880 Guarulhos;13;16;21;13;12;19;21;25;42;41;57;85;104;131;119;122;119;121;175;112;65;69;44;52;25;17;18;10;5;4;3;2;2;6;7;5;6;7;7;9;6;8;2;2;3;2;11;7;12;18;17;8;1827
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;351885 Guatapará;12;17;31;35;30;20;20;16;33;27;12;9;5;5;6;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;351890 Guzolândia;1;0;0;0;0;0;0;0;0;5;3;2;0;1;0;6;5;5;5;4;1;4;3;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;50
9;Marília;XIX;MARÍLIA;35095;TUPÃ;351900 Herculândia;2;3;3;1;8;4;9;27;14;38;29;51;78;80;66;57;25;16;9;12;5;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;351905 Holambra;0;0;0;0;0;1;0;0;0;0;1;0;1;1;2;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;351907 Hortolândia;6;7;5;7;19;15;21;36;28;43;40;49;76;82;77;93;54;80;76;76;45;26;13;19;6;8;9;6;8;1;5;3;7;5;5;3;8;4;3;4;8;4;3;2;5;4;2;5;1;6;6;2;1126
6;Bauru;XV;BAURU;35062;BAURU;351910 Iacanga;8;8;10;9;14;16;27;31;28;32;27;20;14;18;10;10;6;5;4;3;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;306
9;Marília;XIX;MARÍLIA;35095;TUPÃ;351920 Iacri;5;2;2;5;7;9;7;14;15;28;33;31;23;33;27;28;16;18;24;33;21;4;4;3;5;6;1;0;1;0;1;0;1;0;0;1;0;0;2;1;1;0;0;0;1;0;1;0;1;0;0;1;416
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;351925 Iaras;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;351930 Ibaté;0;2;2;1;2;1;6;2;8;6;11;14;8;14;11;5;10;9;10;11;1;4;2;2;1;2;2;2;0;0;0;0;0;0;0;2;3;1;1;2;0;2;1;0;0;0;1;0;2;0;0;0;164
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;351940 Ibirá;0;0;1;1;0;0;0;0;0;1;0;0;2;6;6;9;6;8;7;10;4;2;3;3;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;77
9;Marília;XIII;ASSIS;35094;OURINHOS;351950 Ibirarema;0;0;0;0;1;1;0;4;8;11;9;5;6;29;34;36;21;12;21;15;14;16;10;2;2;2;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;270
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;351960 Ibitinga;0;0;0;5;6;5;10;16;27;60;67;77;93;132;106;87;93;86;83;86;47;25;18;20;18;8;3;5;4;0;1;2;1;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1198
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;351970 Ibiúna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;351980 Icém;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;1;0;1;1;1;1;2;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;2;0;6;2;5;35
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;351990 Iepê;11;20;26;34;60;176;118;139;178;154;169;162;148;120;120;75;45;28;21;8;3;1;3;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1824
6;Bauru;XV;BAURU;35064;JAU;352000 Igaraçu do Tietê;0;0;0;0;0;0;0;0;0;1;7;7;10;17;23;13;9;12;11;6;4;2;3;0;1;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;352010 Igarapava;7;6;18;7;10;25;18;22;10;21;15;19;29;37;34;22;11;3;10;7;2;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;343
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;352020 Igaratá;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352030 Iguape;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;2;1;0;3;1;1;0;2;2;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;6;0;0;31
17;Taubaté;XXVIII;CARAGUATATUBA;35173;LITORAL NORTE;352040 Ilhabela;9;6;8;12;8;10;7;13;17;8;12;10;17;16;6;2;5;5;6;6;3;5;4;5;7;3;1;2;4;4;0;0;2;3;1;1;2;4;4;1;3;3;5;4;2;5;5;5;3;5;5;3;287
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352042 Ilha Comprida;0;0;0;1;0;0;1;0;4;9;3;6;7;1;4;6;2;2;7;6;4;1;7;4;5;6;11;5;2;1;0;1;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;111
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;352044 Ilha Solteira;1;1;0;3;5;4;3;10;20;12;21;20;15;22;16;20;10;6;14;13;5;3;2;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;1;0;238
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;352050 Indaiatuba;1;2;2;4;2;1;4;3;10;9;11;23;64;66;64;71;68;93;70;62;30;24;16;16;8;4;3;4;3;1;1;1;0;2;2;0;1;0;2;3;3;2;2;4;0;2;0;1;4;4;1;1;775
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;352060 Indiana;19;10;35;57;45;51;40;51;48;52;46;55;28;14;8;5;6;5;2;1;3;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;592
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;352070 Indiaporã;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;352080 Inúbia Paulista;27;15;11;33;40;37;30;20;18;10;13;9;7;17;5;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298
9;Marília;XIII;ASSIS;35094;OURINHOS;352090 Ipauçu;0;0;0;0;0;0;0;0;0;2;6;11;11;8;26;24;16;9;29;21;8;3;2;3;0;0;1;0;0;1;2;0;0;0;1;0;0;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;191
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352100 Iperó;0;0;0;0;0;0;0;0;0;2;1;4;1;1;0;0;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;352110 Ipeúna;0;0;0;0;0;0;0;1;0;0;1;2;3;0;0;5;5;2;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;27
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;352115 Ipiguá;0;1;0;0;2;0;0;1;0;1;0;5;1;2;5;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;26
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352120 Iporanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;352130 Ipuã;1;4;4;4;3;5;0;4;6;3;5;1;1;2;3;3;1;3;2;2;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
10;Piracicaba;XX;PIRACICABA;35102;LIMEIRA;352140 Iracemápolis;0;0;0;0;0;0;1;1;0;0;1;1;2;0;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;352150 Irapuã;0;0;0;0;0;0;0;0;3;1;4;4;12;29;13;24;30;6;3;5;1;3;4;5;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;154
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;352160 Irapuru;28;13;21;33;37;35;25;31;42;51;36;27;16;29;28;11;7;7;9;7;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;2;3;0;0;1;1;0;0;3;1;0;0;511
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352170 Itaberá;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352180 Itaí;0;1;0;0;0;0;0;0;0;0;0;0;3;1;1;5;4;3;3;6;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;352190 Itajobi;1;0;0;1;0;0;0;3;2;6;6;9;3;5;5;2;2;4;0;0;3;1;0;5;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;67
6;Bauru;XV;BAURU;35064;JAU;352200 Itaju;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;4;6;18;15;11;9;5;4;3;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;1;94
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;352210 Itanhaém;8;7;8;10;6;7;10;14;5;11;10;12;4;4;1;4;2;3;5;3;0;1;4;3;1;5;0;2;0;0;3;0;0;0;0;2;2;0;1;1;1;0;1;0;1;1;0;4;1;0;1;1;170
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352215 Itaóca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;X;OSASCO;35013;MANANCIAIS;352220 Itapecerica da Serra;1;0;0;1;0;0;0;1;0;0;1;0;2;2;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;17
